tagger_name,task_id,difficulty,score,comments,flag_comment,seconds_on_task,seconds_session_elapsed,sitting,submitted_at,session_id,presentation_order,received_at
Jesi,T1-E2,E,0,the answer is the opposite with false facts,,56,10305,3,2026-08-20T12:52:52.996Z,mt1alvjd4d2p8,42,20/08/2026 13:52:55
Jesi,T3-H2,H,5,Exactly the same answers,,39,10344,3,2026-08-20T12:53:31.631Z,mt1alvjd4d2p8,43,20/08/2026 13:53:33
Jesi,T9-E2,E,2,Almost seem relevant in the beginning but the answer is scrambled with false numbers,,162,10506,3,2026-08-20T12:56:13.144Z,mt1alvjd4d2p8,44,20/08/2026 13:56:15
Jesi,T4-H3,H,5,Hits all the key points,,26,10532,3,2026-08-20T12:56:39.562Z,mt1alvjd4d2p8,45,20/08/2026 13:56:41
Jesi,T4-H1,H,0,The answer is false,,39,10571,3,2026-08-20T12:57:18.670Z,mt1alvjd4d2p8,46,20/08/2026 13:57:20
Yousuf,T7-H2,H,3,Relevant but missing key two other drivers,,1684,13153,1,2026-08-20T13:01:37.639Z,mt1batdrsnpch,35,20/08/2026 14:01:39
Jesi,T4-E2,E,4,The answer has the catch but the numbers on the reviews are false. There is a small difference in percentage and should be 16.2,,340,10911,3,2026-08-20T13:02:58.489Z,mt1alvjd4d2p8,47,20/08/2026 14:03:00
Jesi,T4-H2,H,5,Hits all the key points,,48,10959,3,2026-08-20T13:03:46.581Z,mt1alvjd4d2p8,48,20/08/2026 14:03:48
Yousuf,T4-H1,H,1,"The answer is about ease of use but wrong answer. No drivers, aspects or numbers",,177,13330,1,2026-08-20T13:04:34.348Z,mt1batdrsnpch,36,20/08/2026 14:04:36
Jesi,T2-E1,E,5,Hits all the key points,,58,11017,3,2026-08-20T13:04:44.685Z,mt1alvjd4d2p8,49,20/08/2026 14:04:46
Yousuf,T5-E1,E,4,"Relevant, complete and accurate. Just agent mentions more information",,43,13373,1,2026-08-20T13:05:17.351Z,mt1batdrsnpch,37,20/08/2026 14:05:19
Jesi,T8-H1,H,4,Has all the key points but the mentions are false since its not mentioned in the Gold answer,,60,11077,3,2026-08-20T13:05:44.965Z,mt1alvjd4d2p8,50,20/08/2026 14:05:47
Yousuf,T10-H3,H,3,Relevant and accurate at some aspects. But missing key information regarding not enought data to provide roadmap,,123,13496,1,2026-08-20T13:07:20.346Z,mt1batdrsnpch,38,20/08/2026 14:07:21
Yousuf,T2-E2,E,4,Complete and accurate but ranking order is off,,33,13529,1,2026-08-20T13:07:53.812Z,mt1batdrsnpch,39,20/08/2026 14:07:55
Yousuf,T1-H2,H,0,Completely different and incorrect answer,,77,13607,1,2026-08-20T13:09:11.083Z,mt1batdrsnpch,40,20/08/2026 14:09:12
Yousuf,T2-H2,H,5,Complete and accurate with the correct numbers,,37,13644,1,2026-08-20T13:09:47.973Z,mt1batdrsnpch,41,20/08/2026 14:09:49
Yousuf,T6-E2,E,4,Complete and relevant with correct numbers. Missing comparison with industry average,,575,14219,1,2026-08-20T13:19:23.228Z,mt1batdrsnpch,42,20/08/2026 14:19:25
Yousuf,T9-H3,H,1,Relevant but pulling information without not enough data,,90,14309,1,2026-08-20T13:20:53.214Z,mt1batdrsnpch,43,20/08/2026 14:20:55
Yousuf,T5-E2,E,4,Accurate and complete but statistically significane number is wrong,,164,14473,1,2026-08-20T13:23:37.333Z,mt1batdrsnpch,44,20/08/2026 14:23:39
Yousuf,T4-H2,H,5,Relevant and correct verdict,,34,14507,1,2026-08-20T13:24:11.035Z,mt1batdrsnpch,45,20/08/2026 14:24:12
Yousuf,T1-H3,H,5,Relevant and complete,,24,14531,1,2026-08-20T13:24:35.406Z,mt1batdrsnpch,46,20/08/2026 14:24:36
Yousuf,T2-E1,E,4,Complete and accurate numbers but agent provided the number of individual mentions for each sentiment,,46,14577,1,2026-08-20T13:25:21.872Z,mt1batdrsnpch,47,20/08/2026 14:25:23
Yousuf,T4-H3,H,5,Relevant with the correct verdict,,40,14618,1,2026-08-20T13:26:02.173Z,mt1batdrsnpch,48,20/08/2026 14:26:03
Yousuf,T1-E2,E,1,Topic is correct but does not answer the question,,27,14645,1,2026-08-20T13:26:29.323Z,mt1batdrsnpch,49,20/08/2026 14:26:30
Yousuf,T5-H2,H,5,Relevant with the correct verdict,,27,14672,1,2026-08-20T13:26:56.446Z,mt1batdrsnpch,50,20/08/2026 14:26:57
