review_id,industry,org,aspect,sentiment
R002039,Information Technology,Corvex IT,account-access,neutral
R002040,Price Comparison,Tallywise,attitude-of-staff,positive
R002041,Banking,Northeast Bank,app-website,positive
R002042,Groceries,Larkmead Market,general-satisfaction,negative
R002043,Groceries,Larkmead Market,app-website,positive
R002044,Price Comparison,Tallywise,attitude-of-staff,negative
R002045,Fashion,Northerly,phone,negative
R002046,Travel Booking,Trippa,app-website,positive
R002047,Travel Booking,Roamly,ease-of-use,negative
R002048,Fashion,Vella & Co,phone,negative
R002049,Groceries,Freshbury,app-website,positive
R002050,Travel Booking,Wayfare,app-website,positive
R002051,Fashion,Sable Row,speed,positive
R002052,Price Comparison,PricePilot,attitude-of-staff,positive
R002053,Price Comparison,CompareHive,app-website,positive
R002054,Banking,Vanter Financial,app-website,positive
R002055,Price Comparison,Tallywise,price-value-for-money,positive
R002056,Travel Booking,Wayfare,ease-of-use,positive
R002057,Banking,Kestrel Bank,general-satisfaction,negative
R002058,Travel Booking,Trippa,discounts-promotions,negative
R002059,Groceries,Larkmead Market,account-access,negative
R002060,Fashion,Sable Row,general-satisfaction,positive
R002061,Travel Booking,Roamly,general-satisfaction,negative
R002062,Trading,Quantly,app-website,positive
R002063,Price Comparison,PricePilot,speed,positive
R002064,Streaming,Pinecast,app-website,neutral
R002065,Ride Hailing,Zeta Cabs,general-satisfaction,negative
R002066,Groceries,Larkmead Market,app-website,positive
R002067,Trading,Quantly,general-satisfaction,positive
R002068,Fashion,Northerly,general-satisfaction,positive
R002069,Banking,Halden Savings,account-access,negative
R002070,Price Comparison,CompareHive,ease-of-use,positive
R002071,Groceries,Oakpan Grocers,general-satisfaction,positive
R002072,Price Comparison,CompareHive,ease-of-use,positive
R002073,Groceries,Oakpan Grocers,attitude-of-staff,negative
R002074,Fashion,Sable Row,app-website,positive
R002075,Price Comparison,PricePilot,attitude-of-staff,positive
R002076,Information Technology,Bluepath Technologies,app-website,negative
R002077,Fashion,Vella & Co,phone,negative
R002078,Groceries,Larkmead Market,phone,positive
R002079,Price Comparison,PricePilot,phone,negative
R002080,Fashion,Sable Row,general-satisfaction,negative
R002081,Fashion,Northerly,general-satisfaction,positive
R002082,Banking,Vanter Financial,ease-of-use,positive
R002083,Banking,Vanter Financial,speed,positive
R002084,Banking,Vanter Financial,app-website,neutral
R002085,Price Comparison,Tallywise,app-website,negative
R002086,Ride Hailing,Kerbside,app-website,positive
R002087,Trading,Investa,ease-of-use,positive
R002088,Price Comparison,Tallywise,attitude-of-staff,positive
R002089,Price Comparison,PricePilot,price-value-for-money,positive
R002090,Fashion,Marbrook,ease-of-use,positive
R002091,Trading,Quantly,app-website,negative
R002092,Price Comparison,PricePilot,account-access,negative
R002093,Fashion,Sable Row,app-website,positive
R002094,Groceries,Freshbury,general-satisfaction,negative
R002095,Fashion,Northerly,app-website,positive
R002096,Fashion,Northerly,discounts-promotions,positive
R002097,Fashion,Northerly,ease-of-use,positive
R002098,Fashion,Sable Row,general-satisfaction,positive
R002099,Fashion,Northerly,app-website,positive
R002100,Price Comparison,PricePilot,general-satisfaction,positive
R002101,Travel Booking,Journeo,general-satisfaction,positive
R002102,Trading,Northpeak Trading,account-access,negative
R002103,Groceries,Larkmead Market,speed,positive
R002104,Fashion,Marbrook,speed,positive
R002105,Banking,Northeast Bank,ease-of-use,positive
R002106,Fashion,Northerly,ease-of-use,positive
R002107,Fashion,Marbrook,app-website,positive
R002108,Trading,Northpeak Trading,phone,positive
R002109,Fashion,Marbrook,app-website,positive
R002110,Banking,Halden Savings,ease-of-use,positive
R002111,Price Comparison,PricePilot,attitude-of-staff,positive
R002112,Banking,Halden Savings,price-value-for-money,positive
R002113,Price Comparison,Tallywise,general-satisfaction,positive
R002114,Groceries,Freshbury,app-website,positive
R002115,Fashion,Northerly,ease-of-use,positive
R002116,Banking,Vanter Financial,speed,positive
R002117,Price Comparison,CompareHive,attitude-of-staff,positive
R002118,Information Technology,Bluepath Technologies,app-website,negative
R002119,Travel Booking,Journeo,discounts-promotions,neutral
R002120,Trading,Northpeak Trading,speed,positive
R002121,Price Comparison,CompareHive,attitude-of-staff,positive
R002122,Travel Booking,Journeo,speed,positive
R002123,Fashion,Sable Row,app-website,positive
R002124,Groceries,Larkmead Market,attitude-of-staff,positive
R002125,Fashion,Marbrook,general-satisfaction,positive
R002126,Banking,Kestrel Bank,competitor,positive
R002127,Ride Hailing,Kerbside,attitude-of-staff,positive
R002128,Fashion,Sable Row,attitude-of-staff,negative
R002129,Trading,Investa,ease-of-use,positive
R002130,Trading,Northpeak Trading,attitude-of-staff,positive
R002131,Travel Booking,Journeo,reviews,positive
R002132,Ride Hailing,Kerbside,competitor,negative
R002133,Fashion,Northerly,app-website,positive
R002134,Price Comparison,PricePilot,attitude-of-staff,positive
R002135,Fashion,Sable Row,general-satisfaction,positive
R002136,Fashion,Sable Row,app-website,negative
R002137,Price Comparison,PricePilot,app-website,positive
R002138,Groceries,Freshbury,app-website,positive
R002139,Trading,Northpeak Trading,phone,negative
R002140,Fashion,Vella & Co,speed,negative
R002141,Ride Hailing,Zeta Cabs,general-satisfaction,positive
R002142,Groceries,Freshbury,app-website,positive
R002143,Trading,Investa,phone,negative
R002144,Groceries,Oakpan Grocers,ease-of-use,positive
R002145,Fashion,Sable Row,app-website,positive
R002146,Fashion,Marbrook,discounts-promotions,positive
R002147,Trading,Quantly,app-website,positive
R002148,Fashion,Vella & Co,app-website,positive
R002149,Groceries,Freshbury,ease-of-use,positive
R002150,Streaming,Lumora,account-access,negative
R002151,Trading,Investa,attitude-of-staff,positive
R002152,Price Comparison,CompareHive,phone,negative
R002153,Groceries,Oakpan Grocers,discounts-promotions,positive
R002154,Price Comparison,CompareHive,price-value-for-money,negative
R002155,Groceries,Larkmead Market,attitude-of-staff,positive
R002156,Travel Booking,Roamly,reviews,negative
R002157,Banking,Northeast Bank,general-satisfaction,positive
R002158,Trading,Investa,speed,negative
R002159,Price Comparison,Tallywise,general-satisfaction,positive
R002160,Groceries,Oakpan Grocers,ease-of-use,negative
R002161,Price Comparison,CompareHive,attitude-of-staff,positive
R002162,Travel Booking,Wayfare,general-satisfaction,negative
R002163,Ride Hailing,Zeta Cabs,attitude-of-staff,negative
R002164,Travel Booking,Journeo,general-satisfaction,positive
R002165,Trading,Quantly,general-satisfaction,positive
R002166,Price Comparison,PricePilot,speed,positive
R002167,Banking,Vanter Financial,app-website,positive
R002168,Groceries,Freshbury,speed,negative
R002169,Banking,Northeast Bank,app-website,positive
R002170,Groceries,Freshbury,app-website,negative
R002171,Fashion,Sable Row,price-value-for-money,positive
R002172,Trading,Quantly,app-website,positive
R002173,Trading,Investa,general-satisfaction,positive
R002174,Groceries,Larkmead Market,app-website,positive
R002175,Banking,Northeast Bank,speed,positive
R002176,Banking,Northeast Bank,competitor,negative
R002177,Groceries,Larkmead Market,attitude-of-staff,negative
R002178,Fashion,Sable Row,general-satisfaction,positive
R002179,Banking,Northeast Bank,ease-of-use,positive
R002180,Travel Booking,Roamly,price-value-for-money,positive
R002181,Trading,Investa,general-satisfaction,positive
R002182,Streaming,Pinecast,account-access,negative
R002183,Price Comparison,PricePilot,app-website,positive
R002184,Banking,Halden Savings,ease-of-use,positive
R002185,Groceries,Larkmead Market,ease-of-use,negative
R002186,Fashion,Marbrook,app-website,negative
R002187,Banking,Halden Savings,speed,positive
R002188,Fashion,Marbrook,app-website,positive
R002189,Travel Booking,Wayfare,app-website,positive
R002190,Ride Hailing,Swiftly Rides,price-value-for-money,positive
R002191,Travel Booking,Wayfare,app-website,negative
R002192,Groceries,Freshbury,ease-of-use,positive
R002193,Banking,Vanter Financial,app-website,positive
R002194,Fashion,Vella & Co,app-website,neutral
R002195,Groceries,Oakpan Grocers,ease-of-use,positive
R002196,Price Comparison,Tallywise,price-value-for-money,negative
R002197,Fashion,Northerly,speed,negative
R002198,Groceries,Freshbury,speed,negative
R002199,Information Technology,Corvex IT,account-access,neutral
R002200,Fashion,Northerly,attitude-of-staff,positive
R002201,Price Comparison,CompareHive,general-satisfaction,negative
R002202,Travel Booking,Trippa,app-website,positive
R002203,Fashion,Northerly,ease-of-use,positive
R002204,Fashion,Vella & Co,general-satisfaction,positive
R002205,Travel Booking,Roamly,general-satisfaction,negative
R002206,Travel Booking,Trippa,competitor,positive
R002207,Banking,Halden Savings,general-satisfaction,positive
R002208,Fashion,Marbrook,general-satisfaction,negative
R002209,Ride Hailing,Swiftly Rides,general-satisfaction,positive
R002210,Price Comparison,PricePilot,attitude-of-staff,positive
R002211,Price Comparison,CompareHive,general-satisfaction,positive
R002212,Banking,Vanter Financial,general-satisfaction,positive
R002213,Price Comparison,Tallywise,attitude-of-staff,positive
R002214,Travel Booking,Journeo,general-satisfaction,positive
R002215,Banking,Northeast Bank,competitor,positive
R002216,Trading,Investa,app-website,positive
R002217,Groceries,Freshbury,ease-of-use,negative
R002218,Fashion,Marbrook,speed,positive
R002219,Travel Booking,Wayfare,attitude-of-staff,negative
R002220,Fashion,Vella & Co,general-satisfaction,positive
R002221,Price Comparison,Tallywise,general-satisfaction,positive
R002222,Trading,Investa,app-website,positive
R002223,Banking,Halden Savings,speed,positive
R002224,Price Comparison,Tallywise,email,positive
R002225,Fashion,Northerly,app-website,positive
R002226,Travel Booking,Trippa,email,positive
R002227,Fashion,Sable Row,email,negative
R002228,Fashion,Northerly,ease-of-use,positive
R002229,Fashion,Vella & Co,account-access,negative
R002230,Fashion,Northerly,attitude-of-staff,positive
R002231,Price Comparison,CompareHive,app-website,negative
R002232,Price Comparison,Tallywise,general-satisfaction,positive
R002233,Price Comparison,Tallywise,general-satisfaction,positive
R002234,Groceries,Larkmead Market,general-satisfaction,positive
R002235,Fashion,Northerly,speed,positive
R002236,Fashion,Marbrook,attitude-of-staff,positive
R002237,Ride Hailing,Swiftly Rides,attitude-of-staff,negative
R002238,Information Technology,Corvex IT,account-access,negative
R002239,Fashion,Marbrook,app-website,negative
R002240,Price Comparison,PricePilot,general-satisfaction,positive
R002241,Travel Booking,Journeo,app-website,negative
R002242,Trading,Quantly,attitude-of-staff,negative
R002243,Fashion,Northerly,app-website,positive
R002244,Fashion,Northerly,app-website,positive
R002245,Groceries,Oakpan Grocers,ease-of-use,positive
R002246,Banking,Northeast Bank,speed,positive
R002247,Banking,Vanter Financial,app-website,neutral
R002248,Groceries,Oakpan Grocers,attitude-of-staff,positive
R002249,Price Comparison,PricePilot,price-value-for-money,positive
R002250,Banking,Vanter Financial,competitor,negative
R002251,Groceries,Oakpan Grocers,price-value-for-money,positive
R002252,Banking,Kestrel Bank,ease-of-use,positive
R002253,Travel Booking,Journeo,app-website,positive
R002254,Fashion,Vella & Co,app-website,positive
R002255,Price Comparison,Tallywise,general-satisfaction,positive
R002256,Groceries,Oakpan Grocers,price-value-for-money,positive
R002257,Banking,Halden Savings,general-satisfaction,negative
R002258,Fashion,Sable Row,attitude-of-staff,negative
R002259,Travel Booking,Wayfare,phone,negative
R002260,Groceries,Oakpan Grocers,competitor,positive
R002261,Travel Booking,Trippa,competitor,positive
R002262,Fashion,Vella & Co,price-value-for-money,negative
R002263,Fashion,Marbrook,discounts-promotions,negative
R002264,Price Comparison,CompareHive,speed,positive
R002265,Banking,Northeast Bank,discounts-promotions,negative
R002266,Travel Booking,Trippa,email,negative
R002267,Travel Booking,Trippa,ease-of-use,positive
R002268,Banking,Vanter Financial,ease-of-use,negative
R002269,Consulting,Castellan Partners,account-access,negative
R002270,Fashion,Sable Row,general-satisfaction,positive
R002271,Trading,Quantly,attitude-of-staff,positive
R002272,Groceries,Freshbury,attitude-of-staff,positive
R002273,Travel Booking,Journeo,price-value-for-money,positive
R002274,Fashion,Northerly,speed,positive
R002275,Trading,Quantly,ease-of-use,positive
R002276,Travel Booking,Wayfare,app-website,positive
R002277,Travel Booking,Roamly,app-website,negative
R002278,Travel Booking,Trippa,email,negative
R002279,Fashion,Sable Row,speed,positive
R002280,Fashion,Sable Row,general-satisfaction,negative
R002281,Ride Hailing,Swiftly Rides,general-satisfaction,positive
R002282,Banking,Halden Savings,ease-of-use,positive
R002283,Trading,Northpeak Trading,phone,positive
R002284,Fashion,Marbrook,general-satisfaction,positive
R002285,Trading,Investa,ease-of-use,positive
R002286,Fashion,Vella & Co,general-satisfaction,positive
R002287,Banking,Halden Savings,ease-of-use,negative
R002288,Price Comparison,Tallywise,app-website,positive
R002289,Groceries,Larkmead Market,app-website,positive
R002290,Fashion,Marbrook,app-website,positive
R002291,Fashion,Sable Row,general-satisfaction,positive
R002292,Fashion,Sable Row,price-value-for-money,positive
R002293,Travel Booking,Journeo,general-satisfaction,positive
R002294,Fashion,Northerly,ease-of-use,positive
R002295,Trading,Investa,general-satisfaction,positive
R002296,Information Technology,Corvex IT,app-website,negative
R002297,Trading,Quantly,ease-of-use,positive
R002298,Fashion,Vella & Co,account-access,negative
R002299,Fashion,Northerly,attitude-of-staff,positive
R002300,Fashion,Vella & Co,general-satisfaction,positive
R002301,Fashion,Vella & Co,speed,positive
R002302,Fashion,Sable Row,discounts-promotions,positive
R002303,Price Comparison,Tallywise,app-website,positive
R002304,Price Comparison,Tallywise,app-website,negative
R002305,Groceries,Oakpan Grocers,ease-of-use,negative
R002306,Travel Booking,Journeo,general-satisfaction,positive
R002307,Fashion,Sable Row,general-satisfaction,positive
R002308,Banking,Northeast Bank,app-website,positive
R002309,Trading,Quantly,app-website,positive
R002310,Trading,Quantly,ease-of-use,positive
R002311,Price Comparison,PricePilot,competitor,positive
R002312,Groceries,Freshbury,app-website,negative
R002313,Price Comparison,Tallywise,app-website,positive
R002314,Banking,Kestrel Bank,general-satisfaction,negative
R002315,Groceries,Freshbury,speed,positive
R002316,Fashion,Sable Row,general-satisfaction,positive
R002317,Fashion,Vella & Co,attitude-of-staff,positive
R002318,Trading,Investa,ease-of-use,positive
R002319,Fashion,Sable Row,app-website,positive
R002320,Fashion,Vella & Co,general-satisfaction,positive
R002321,Fashion,Marbrook,app-website,positive
R002322,Banking,Halden Savings,general-satisfaction,positive
R002323,Price Comparison,PricePilot,price-value-for-money,positive
R002324,Information Technology,Corvex IT,account-access,neutral
R002325,Travel Booking,Roamly,general-satisfaction,positive
R002326,Ride Hailing,Swiftly Rides,app-website,positive
R002327,Price Comparison,CompareHive,general-satisfaction,positive
R002328,Fashion,Sable Row,general-satisfaction,negative
R002329,Fashion,Marbrook,general-satisfaction,positive
R002330,Trading,Investa,ease-of-use,positive
R002331,Fashion,Northerly,phone,negative
R002332,Banking,Vanter Financial,attitude-of-staff,negative
R002333,Travel Booking,Trippa,price-value-for-money,negative
R002334,Travel Booking,Wayfare,general-satisfaction,positive
R002335,Fashion,Northerly,ease-of-use,positive
R002336,Fashion,Northerly,competitor,positive
R002337,Fashion,Northerly,ease-of-use,positive
R002338,Fashion,Marbrook,app-website,positive
R002339,Banking,Vanter Financial,speed,positive
R002340,Fashion,Northerly,competitor,positive
R002341,Trading,Quantly,app-website,positive
R002342,Fashion,Vella & Co,general-satisfaction,positive
R002343,Trading,Quantly,reviews,positive
R002344,Groceries,Larkmead Market,discounts-promotions,negative
R002345,Trading,Investa,phone,positive
R002346,Travel Booking,Wayfare,attitude-of-staff,negative
R002347,Fashion,Marbrook,app-website,positive
R002348,Groceries,Freshbury,attitude-of-staff,positive
R002349,Price Comparison,Tallywise,speed,positive
R002350,Travel Booking,Wayfare,competitor,positive
R002351,Fashion,Northerly,price-value-for-money,positive
R002352,Fashion,Northerly,phone,negative
R002353,Fashion,Vella & Co,general-satisfaction,positive
R002354,Travel Booking,Trippa,competitor,neutral
R002355,Fashion,Vella & Co,general-satisfaction,positive
R002356,Trading,Investa,ease-of-use,positive
R002357,Price Comparison,PricePilot,account-access,negative
R002358,Information Technology,Corvex IT,app-website,neutral
R002359,Trading,Investa,ease-of-use,positive
R002360,Ride Hailing,Zeta Cabs,price-value-for-money,negative
R002361,Groceries,Larkmead Market,speed,positive
R002362,Travel Booking,Trippa,app-website,positive
R002363,Price Comparison,Tallywise,attitude-of-staff,positive
R002364,Fashion,Vella & Co,price-value-for-money,positive
R002365,Travel Booking,Roamly,app-website,negative
R002366,Banking,Halden Savings,ease-of-use,negative
R002367,Banking,Vanter Financial,speed,positive
R002368,Fashion,Marbrook,general-satisfaction,positive
R002369,Price Comparison,CompareHive,price-value-for-money,positive
R002370,Trading,Investa,phone,positive
R002371,Price Comparison,PricePilot,attitude-of-staff,positive
R002372,Price Comparison,Tallywise,app-website,negative
R002373,Information Technology,Bluepath Technologies,app-website,neutral
R002374,Ride Hailing,Zeta Cabs,price-value-for-money,positive
R002375,Information Technology,Bluepath Technologies,app-website,neutral
R002376,Travel Booking,Trippa,general-satisfaction,negative
R002377,Groceries,Freshbury,app-website,positive
R002378,Banking,Halden Savings,speed,positive
R002379,Fashion,Northerly,ease-of-use,positive
R002380,Travel Booking,Wayfare,ease-of-use,positive
R002381,Travel Booking,Journeo,general-satisfaction,positive
R002382,Trading,Quantly,attitude-of-staff,positive
R002383,Fashion,Vella & Co,attitude-of-staff,positive
R002384,Price Comparison,CompareHive,price-value-for-money,positive
R002385,Trading,Investa,price-value-for-money,positive
R002386,Price Comparison,Tallywise,price-value-for-money,positive
R002387,Fashion,Vella & Co,general-satisfaction,positive
R002388,Fashion,Marbrook,speed,positive
R002389,Fashion,Vella & Co,app-website,positive
R002390,Fashion,Vella & Co,speed,positive
R002391,Information Technology,Ardent Systems,account-access,negative
R002392,Banking,Kestrel Bank,app-website,positive
R002393,Groceries,Larkmead Market,ease-of-use,negative
R002394,Trading,Investa,ease-of-use,positive
R002395,Trading,Investa,general-satisfaction,negative
R002396,Trading,Investa,attitude-of-staff,positive
R002397,Trading,Quantly,attitude-of-staff,positive
R002398,Streaming,Lumora,account-access,neutral
R002399,Groceries,Freshbury,app-website,negative
R002400,Fashion,Vella & Co,general-satisfaction,positive
R002401,Travel Booking,Trippa,competitor,positive
R002402,Consulting,Castellan Partners,account-access,negative
R002403,Groceries,Freshbury,app-website,positive
R002404,Fashion,Sable Row,ease-of-use,positive
R002405,Fashion,Vella & Co,general-satisfaction,positive
R002406,Banking,Vanter Financial,general-satisfaction,positive
R002407,Fashion,Northerly,discounts-promotions,positive
R002408,Banking,Northeast Bank,general-satisfaction,positive
R002409,Groceries,Larkmead Market,ease-of-use,positive
R002410,Fashion,Northerly,app-website,positive
R002411,Travel Booking,Trippa,price-value-for-money,positive
R002412,Price Comparison,Tallywise,app-website,negative
R002413,Trading,Investa,attitude-of-staff,positive
R002414,Price Comparison,Tallywise,price-value-for-money,positive
R002415,Groceries,Freshbury,app-website,positive
R002416,Fashion,Vella & Co,competitor,positive
R002417,Trading,Quantly,general-satisfaction,positive
R002418,Trading,Investa,ease-of-use,positive
R002419,Fashion,Marbrook,email,negative
R002420,Fashion,Northerly,ease-of-use,positive
R002421,Ride Hailing,Swiftly Rides,email,negative
R002422,Fashion,Marbrook,attitude-of-staff,positive
R002423,Fashion,Vella & Co,speed,positive
R002424,Groceries,Larkmead Market,attitude-of-staff,positive
R002425,Price Comparison,PricePilot,competitor,negative
R002426,Trading,Investa,ease-of-use,positive
R002427,Price Comparison,Tallywise,phone,negative
R002428,Fashion,Sable Row,general-satisfaction,positive
R002429,Groceries,Larkmead Market,discounts-promotions,positive
R002430,Price Comparison,PricePilot,attitude-of-staff,positive
R002431,Trading,Investa,general-satisfaction,negative
R002432,Groceries,Oakpan Grocers,general-satisfaction,positive
R002433,Consulting,Merrow & Pike,account-access,neutral
R002434,Groceries,Larkmead Market,account-access,neutral
R002435,Trading,Investa,discounts-promotions,negative
R002436,Banking,Halden Savings,general-satisfaction,negative
R002437,Price Comparison,Tallywise,price-value-for-money,negative
R002438,Price Comparison,Tallywise,app-website,positive
R002439,Price Comparison,PricePilot,general-satisfaction,positive
R002440,Ride Hailing,Kerbside,ease-of-use,negative
R002441,Price Comparison,PricePilot,attitude-of-staff,positive
R002442,Trading,Quantly,general-satisfaction,positive
R002443,Fashion,Marbrook,app-website,positive
R002444,Banking,Vanter Financial,ease-of-use,positive
R002445,Travel Booking,Trippa,ease-of-use,negative
R002446,Fashion,Sable Row,ease-of-use,positive
R002447,Trading,Northpeak Trading,price-value-for-money,positive
R002448,Groceries,Larkmead Market,speed,negative
R002449,Trading,Quantly,app-website,negative
R002450,Ride Hailing,Kerbside,general-satisfaction,positive
R002451,Information Technology,Ardent Systems,account-access,neutral
R002452,Fashion,Marbrook,discounts-promotions,positive
R002453,Price Comparison,PricePilot,ease-of-use,positive
R002454,Trading,Quantly,general-satisfaction,positive
R002455,Price Comparison,CompareHive,price-value-for-money,positive
R002456,Banking,Halden Savings,general-satisfaction,positive
R002457,Price Comparison,CompareHive,competitor,positive
R002458,Fashion,Marbrook,app-website,positive
R002459,Banking,Northeast Bank,general-satisfaction,positive
R002460,Information Technology,Corvex IT,account-access,neutral
R002461,Fashion,Vella & Co,general-satisfaction,positive
R002462,Fashion,Northerly,discounts-promotions,positive
R002463,Ride Hailing,Swiftly Rides,phone,neutral
R002464,Banking,Northeast Bank,app-website,positive
R002465,Groceries,Larkmead Market,ease-of-use,negative
R002466,Travel Booking,Wayfare,app-website,negative
R002467,Travel Booking,Wayfare,app-website,negative
R002468,Groceries,Freshbury,speed,positive
R002469,Groceries,Oakpan Grocers,ease-of-use,negative
R002470,Travel Booking,Trippa,price-value-for-money,positive
R002471,Groceries,Oakpan Grocers,speed,positive
R002472,Fashion,Marbrook,price-value-for-money,positive
R002473,Trading,Investa,general-satisfaction,positive
R002474,Groceries,Larkmead Market,price-value-for-money,positive
R002475,Fashion,Northerly,ease-of-use,positive
R002476,Price Comparison,CompareHive,price-value-for-money,positive
R002477,Price Comparison,Tallywise,general-satisfaction,positive
R002478,Consulting,Alderline Advisory,account-access,negative
R002479,Ride Hailing,Kerbside,app-website,negative
R002480,Banking,Halden Savings,ease-of-use,positive
R002481,Banking,Halden Savings,ease-of-use,positive
R002482,Travel Booking,Journeo,reviews,positive
R002483,Travel Booking,Roamly,competitor,positive
R002484,Fashion,Sable Row,app-website,positive
R002485,Ride Hailing,Kerbside,email,negative
R002486,Fashion,Marbrook,ease-of-use,positive
R002487,Banking,Vanter Financial,app-website,negative
R002488,Fashion,Northerly,speed,positive
R002489,Fashion,Northerly,general-satisfaction,positive
R002490,Trading,Investa,phone,negative
R002491,Banking,Kestrel Bank,price-value-for-money,positive
R002492,Price Comparison,PricePilot,general-satisfaction,positive
R002493,Fashion,Northerly,discounts-promotions,positive
R002494,Groceries,Larkmead Market,general-satisfaction,positive
R002495,Fashion,Vella & Co,speed,positive
R002496,Price Comparison,Tallywise,app-website,positive
R002497,Ride Hailing,Kerbside,general-satisfaction,negative
R002498,Information Technology,Ardent Systems,app-website,positive
R002499,Groceries,Freshbury,ease-of-use,positive
R002500,Fashion,Vella & Co,general-satisfaction,positive
R002501,Travel Booking,Journeo,app-website,positive
R002502,Groceries,Freshbury,ease-of-use,negative
R002503,Fashion,Northerly,general-satisfaction,positive
R002504,Banking,Northeast Bank,general-satisfaction,positive
R002505,Price Comparison,CompareHive,ease-of-use,positive
R002506,Fashion,Marbrook,account-access,negative
R002507,Fashion,Sable Row,general-satisfaction,negative
R002508,Travel Booking,Trippa,email,negative
R002509,Price Comparison,Tallywise,attitude-of-staff,positive
R002510,Trading,Investa,ease-of-use,positive
R002511,Groceries,Freshbury,ease-of-use,positive
R002512,Streaming,Pinecast,app-website,neutral
R002513,Travel Booking,Wayfare,competitor,positive
R002514,Fashion,Vella & Co,phone,negative
R002515,Ride Hailing,Swiftly Rides,email,negative
R002516,Streaming,Lumora,account-access,negative
R002517,Travel Booking,Trippa,app-website,positive
R002518,Groceries,Oakpan Grocers,ease-of-use,negative
R002519,Trading,Investa,app-website,positive
R002520,Price Comparison,Tallywise,discounts-promotions,negative
R002521,Fashion,Vella & Co,competitor,positive
R002522,Fashion,Vella & Co,app-website,positive
R002523,Travel Booking,Trippa,app-website,positive
R002524,Fashion,Northerly,general-satisfaction,positive
R002525,Trading,Northpeak Trading,general-satisfaction,positive
R002526,Trading,Investa,general-satisfaction,negative
R002527,Travel Booking,Journeo,general-satisfaction,negative
R002528,Groceries,Larkmead Market,app-website,positive
R002529,Fashion,Sable Row,general-satisfaction,positive
R002530,Fashion,Marbrook,app-website,positive
R002531,Groceries,Larkmead Market,discounts-promotions,negative
R002532,Ride Hailing,Swiftly Rides,general-satisfaction,positive
R002533,Information Technology,Corvex IT,discounts-promotions,positive
R002534,Trading,Northpeak Trading,general-satisfaction,positive
R002535,Groceries,Oakpan Grocers,ease-of-use,positive
R002536,Price Comparison,Tallywise,attitude-of-staff,positive
R002537,Trading,Northpeak Trading,app-website,positive
R002538,Fashion,Northerly,app-website,positive
R002539,Groceries,Freshbury,app-website,positive
R002540,Banking,Kestrel Bank,price-value-for-money,positive
R002541,Price Comparison,CompareHive,price-value-for-money,positive
R002542,Streaming,Lumora,account-access,positive
R002543,Price Comparison,Tallywise,general-satisfaction,positive
R002544,Price Comparison,CompareHive,speed,positive
R002545,Fashion,Vella & Co,general-satisfaction,positive
R002546,Fashion,Marbrook,competitor,positive
R002547,Groceries,Freshbury,ease-of-use,positive
R002548,Travel Booking,Wayfare,app-website,positive
R002549,Trading,Northpeak Trading,account-access,negative
R002550,Travel Booking,Roamly,app-website,negative
R002551,Travel Booking,Journeo,reviews,positive
R002552,Fashion,Vella & Co,attitude-of-staff,positive
R002553,Groceries,Freshbury,app-website,positive
R002554,Groceries,Larkmead Market,app-website,positive
R002555,Fashion,Northerly,app-website,negative
R002556,Trading,Northpeak Trading,app-website,negative
R002557,Banking,Halden Savings,general-satisfaction,positive
R002558,Price Comparison,PricePilot,attitude-of-staff,positive
R002559,Groceries,Oakpan Grocers,discounts-promotions,negative
R002560,Groceries,Larkmead Market,ease-of-use,negative
R002561,Trading,Quantly,account-access,negative
R002562,Trading,Investa,app-website,negative
R002563,Trading,Quantly,general-satisfaction,positive
R002564,Trading,Investa,ease-of-use,positive
R002565,Trading,Quantly,attitude-of-staff,positive
R002566,Groceries,Larkmead Market,general-satisfaction,negative
R002567,Groceries,Larkmead Market,discounts-promotions,negative
R002568,Ride Hailing,Kerbside,price-value-for-money,negative
R002569,Banking,Vanter Financial,app-website,positive
R002570,Fashion,Sable Row,price-value-for-money,positive
R002571,Trading,Northpeak Trading,app-website,negative
R002572,Banking,Vanter Financial,account-access,negative
R002573,Fashion,Sable Row,ease-of-use,positive
R002574,Banking,Vanter Financial,general-satisfaction,positive
R002575,Trading,Investa,email,neutral
R002576,Information Technology,Ardent Systems,app-website,negative
R002577,Trading,Quantly,attitude-of-staff,negative
R002578,Trading,Quantly,app-website,positive
R002579,Price Comparison,Tallywise,attitude-of-staff,negative
R002580,Groceries,Larkmead Market,attitude-of-staff,positive
R002581,Price Comparison,PricePilot,ease-of-use,positive
R002582,Fashion,Sable Row,app-website,positive
R002583,Fashion,Sable Row,price-value-for-money,positive
R002584,Travel Booking,Wayfare,price-value-for-money,positive
R002585,Travel Booking,Trippa,app-website,positive
R002586,Banking,Kestrel Bank,general-satisfaction,positive
R002587,Price Comparison,PricePilot,app-website,negative
R002588,Fashion,Marbrook,general-satisfaction,positive
R002589,Price Comparison,PricePilot,general-satisfaction,positive
R002590,Price Comparison,PricePilot,app-website,positive
R002591,Ride Hailing,Kerbside,app-website,negative
R002592,Price Comparison,PricePilot,ease-of-use,positive
R002593,Banking,Vanter Financial,app-website,positive
R002594,Travel Booking,Wayfare,app-website,positive
R002595,Price Comparison,PricePilot,email,negative
R002596,Price Comparison,PricePilot,discounts-promotions,positive
R002597,Travel Booking,Trippa,price-value-for-money,positive
R002598,Price Comparison,PricePilot,attitude-of-staff,positive
R002599,Ride Hailing,Swiftly Rides,email,negative
