review_id,industry,org,aspect,sentiment
R007964,Streaming,Streamly,speed,positive
R007965,Information Technology,Ardent Systems,competitor,positive
R007966,Streaming,Streamly,email,negative
R007967,Streaming,Streamly,speed,positive
R007968,Price Comparison,PricePilot,price-value-for-money,positive
R007969,Streaming,Pinecast,price-value-for-money,negative
R007970,Fashion,Northerly,price-value-for-money,negative
R007971,Information Technology,Ardent Systems,app-website,neutral
R007972,Trading,Quantly,app-website,positive
R007973,Trading,Northpeak Trading,competitor,positive
R007974,Trading,Northpeak Trading,phone,negative
R007975,Banking,Northeast Bank,ease-of-use,negative
R007976,Price Comparison,CompareHive,attitude-of-staff,positive
R007977,Consulting,Merrow & Pike,speed,negative
R007978,Fashion,Northerly,ease-of-use,positive
R007979,Streaming,Streamly,speed,negative
R007980,Price Comparison,CompareHive,app-website,negative
R007981,Travel Booking,Roamly,price-value-for-money,positive
R007982,Price Comparison,PricePilot,app-website,positive
R007983,Groceries,Oakpan Grocers,app-website,negative
R007984,Fashion,Sable Row,phone,negative
R007985,Streaming,Lumora,speed,negative
R007986,Information Technology,Ardent Systems,app-website,positive
R007987,Fashion,Northerly,app-website,negative
R007988,Travel Booking,Wayfare,phone,negative
R007989,Groceries,Oakpan Grocers,phone,negative
R007990,Ride Hailing,Kerbside,discounts-promotions,negative
R007991,Groceries,Freshbury,ease-of-use,positive
R007992,Consulting,Castellan Partners,price-value-for-money,positive
R007993,Trading,Investa,ease-of-use,positive
R007994,Groceries,Freshbury,speed,positive
R007995,Consulting,Castellan Partners,price-value-for-money,positive
R007996,Price Comparison,CompareHive,speed,positive
R007997,Ride Hailing,Swiftly Rides,attitude-of-staff,negative
R007998,Information Technology,Ardent Systems,attitude-of-staff,positive
R007999,Price Comparison,PricePilot,competitor,positive
R008000,Fashion,Sable Row,general-satisfaction,positive
R008001,Fashion,Sable Row,general-satisfaction,negative
R008002,Ride Hailing,Zeta Cabs,speed,positive
R008003,Trading,Investa,general-satisfaction,positive
R008004,Groceries,Oakpan Grocers,app-website,negative
R008005,Consulting,Castellan Partners,speed,negative
R008006,Travel Booking,Trippa,phone,negative
R008007,Trading,Investa,price-value-for-money,negative
R008008,Streaming,Pinecast,attitude-of-staff,negative
R008009,Fashion,Sable Row,email,negative
R008010,Fashion,Northerly,general-satisfaction,positive
R008011,Trading,Quantly,email,positive
R008012,Groceries,Freshbury,ease-of-use,positive
R008013,Consulting,Merrow & Pike,attitude-of-staff,positive
R008014,Trading,Northpeak Trading,ease-of-use,positive
R008015,Price Comparison,CompareHive,speed,positive
R008016,Streaming,Streamly,discounts-promotions,positive
R008017,Travel Booking,Roamly,competitor,negative
R008018,Groceries,Freshbury,app-website,negative
R008019,Banking,Kestrel Bank,speed,positive
R008020,Travel Booking,Wayfare,app-website,negative
R008021,Travel Booking,Trippa,discounts-promotions,negative
R008022,Fashion,Marbrook,general-satisfaction,positive
R008023,Consulting,Alderline Advisory,speed,negative
R008024,Price Comparison,CompareHive,price-value-for-money,positive
R008025,Price Comparison,Tallywise,phone,negative
R008026,Travel Booking,Roamly,email,negative
R008027,Price Comparison,PricePilot,reviews,positive
R008028,Fashion,Marbrook,ease-of-use,positive
R008029,Price Comparison,PricePilot,discounts-promotions,positive
R008030,Price Comparison,CompareHive,general-satisfaction,negative
R008031,Fashion,Northerly,app-website,positive
R008032,Price Comparison,PricePilot,attitude-of-staff,positive
R008033,Groceries,Larkmead Market,ease-of-use,positive
R008034,Trading,Northpeak Trading,ease-of-use,negative
R008035,Information Technology,Corvex IT,general-satisfaction,positive
R008036,Price Comparison,CompareHive,competitor,positive
R008037,Banking,Kestrel Bank,ease-of-use,positive
R008038,Banking,Vanter Financial,app-website,negative
R008039,Trading,Quantly,ease-of-use,negative
R008040,Streaming,Pinecast,app-website,positive
R008041,Ride Hailing,Zeta Cabs,app-website,negative
R008042,Travel Booking,Journeo,account-access,negative
R008043,Fashion,Sable Row,general-satisfaction,negative
R008044,Fashion,Sable Row,account-access,neutral
R008045,Information Technology,Bluepath Technologies,reviews,positive
R008046,Banking,Northeast Bank,competitor,negative
R008047,Ride Hailing,Zeta Cabs,app-website,negative
R008048,Price Comparison,Tallywise,attitude-of-staff,positive
R008049,Information Technology,Corvex IT,email,negative
R008050,Fashion,Marbrook,app-website,positive
R008051,Consulting,Alderline Advisory,attitude-of-staff,positive
R008052,Streaming,Streamly,ease-of-use,positive
R008053,Fashion,Sable Row,app-website,positive
R008054,Fashion,Northerly,ease-of-use,positive
R008055,Consulting,Castellan Partners,attitude-of-staff,positive
R008056,Banking,Kestrel Bank,app-website,positive
R008057,Banking,Halden Savings,ease-of-use,negative
R008058,Travel Booking,Wayfare,competitor,negative
R008059,Consulting,Alderline Advisory,general-satisfaction,positive
R008060,Consulting,Alderline Advisory,price-value-for-money,positive
R008061,Fashion,Sable Row,speed,negative
R008062,Streaming,Lumora,competitor,positive
R008063,Fashion,Vella & Co,price-value-for-money,positive
R008064,Price Comparison,PricePilot,email,positive
R008065,Groceries,Freshbury,email,negative
R008066,Travel Booking,Trippa,phone,negative
R008067,Groceries,Larkmead Market,general-satisfaction,positive
R008068,Groceries,Larkmead Market,app-website,positive
R008069,Information Technology,Bluepath Technologies,ease-of-use,positive
R008070,Streaming,Pinecast,ease-of-use,negative
R008071,Price Comparison,CompareHive,attitude-of-staff,positive
R008072,Ride Hailing,Kerbside,discounts-promotions,negative
R008073,Groceries,Larkmead Market,price-value-for-money,positive
R008074,Price Comparison,CompareHive,attitude-of-staff,positive
R008075,Price Comparison,PricePilot,price-value-for-money,negative
R008076,Banking,Northeast Bank,email,negative
R008077,Banking,Kestrel Bank,phone,negative
R008078,Trading,Northpeak Trading,app-website,positive
R008079,Ride Hailing,Zeta Cabs,speed,negative
R008080,Groceries,Larkmead Market,app-website,negative
R008081,Information Technology,Corvex IT,phone,positive
R008082,Information Technology,Corvex IT,ease-of-use,negative
R008083,Groceries,Oakpan Grocers,app-website,negative
R008084,Groceries,Freshbury,ease-of-use,positive
R008085,Streaming,Lumora,email,negative
R008086,Ride Hailing,Zeta Cabs,general-satisfaction,negative
R008087,Streaming,Lumora,competitor,negative
R008088,Information Technology,Bluepath Technologies,discounts-promotions,positive
R008089,Streaming,Pinecast,competitor,positive
R008090,Consulting,Alderline Advisory,app-website,positive
R008091,Groceries,Oakpan Grocers,app-website,negative
R008092,Streaming,Lumora,general-satisfaction,positive
R008093,Streaming,Pinecast,reviews,negative
R008094,Trading,Quantly,ease-of-use,negative
R008095,Consulting,Merrow & Pike,reviews,positive
R008096,Groceries,Freshbury,app-website,positive
R008097,Streaming,Streamly,speed,negative
R008098,Fashion,Northerly,general-satisfaction,positive
R008099,Fashion,Sable Row,general-satisfaction,negative
R008100,Banking,Halden Savings,competitor,positive
R008101,Trading,Quantly,reviews,negative
R008102,Price Comparison,PricePilot,attitude-of-staff,positive
R008103,Banking,Halden Savings,ease-of-use,negative
R008104,Consulting,Merrow & Pike,reviews,negative
R008105,Fashion,Northerly,general-satisfaction,positive
R008106,Price Comparison,Tallywise,general-satisfaction,positive
R008107,Streaming,Pinecast,email,negative
R008108,Consulting,Alderline Advisory,attitude-of-staff,positive
R008109,Streaming,Pinecast,price-value-for-money,positive
R008110,Ride Hailing,Swiftly Rides,account-access,negative
R008111,Price Comparison,Tallywise,discounts-promotions,negative
R008112,Price Comparison,PricePilot,attitude-of-staff,positive
R008113,Banking,Kestrel Bank,general-satisfaction,positive
R008114,Streaming,Pinecast,attitude-of-staff,negative
R008115,Consulting,Merrow & Pike,price-value-for-money,negative
R008116,Groceries,Freshbury,app-website,positive
R008117,Consulting,Merrow & Pike,app-website,positive
R008118,Banking,Halden Savings,competitor,positive
R008119,Fashion,Marbrook,account-access,negative
R008120,Consulting,Alderline Advisory,app-website,negative
R008121,Information Technology,Bluepath Technologies,app-website,negative
R008122,Fashion,Vella & Co,discounts-promotions,positive
R008123,Fashion,Sable Row,speed,positive
R008124,Fashion,Northerly,app-website,positive
R008125,Price Comparison,CompareHive,ease-of-use,positive
R008126,Groceries,Larkmead Market,ease-of-use,positive
R008127,Price Comparison,Tallywise,app-website,negative
R008128,Fashion,Sable Row,ease-of-use,positive
R008129,Banking,Halden Savings,price-value-for-money,positive
R008130,Fashion,Vella & Co,app-website,positive
R008131,Groceries,Freshbury,ease-of-use,positive
R008132,Travel Booking,Roamly,account-access,negative
R008133,Information Technology,Bluepath Technologies,price-value-for-money,positive
R008134,Ride Hailing,Swiftly Rides,discounts-promotions,negative
R008135,Travel Booking,Trippa,app-website,positive
R008136,Consulting,Alderline Advisory,app-website,positive
R008137,Fashion,Marbrook,phone,negative
R008138,Groceries,Oakpan Grocers,app-website,positive
R008139,Price Comparison,PricePilot,price-value-for-money,positive
R008140,Price Comparison,Tallywise,price-value-for-money,negative
R008141,Price Comparison,PricePilot,app-website,positive
R008142,Price Comparison,PricePilot,attitude-of-staff,positive
R008143,Banking,Northeast Bank,account-access,neutral
R008144,Information Technology,Ardent Systems,competitor,positive
R008145,Price Comparison,Tallywise,price-value-for-money,positive
R008146,Ride Hailing,Swiftly Rides,account-access,positive
R008147,Ride Hailing,Kerbside,app-website,positive
R008148,Travel Booking,Trippa,speed,positive
R008149,Trading,Investa,attitude-of-staff,positive
R008150,Price Comparison,Tallywise,email,negative
R008151,Banking,Halden Savings,app-website,neutral
R008152,Travel Booking,Trippa,app-website,positive
R008153,Price Comparison,PricePilot,ease-of-use,positive
R008154,Trading,Quantly,speed,positive
R008155,Streaming,Streamly,reviews,neutral
R008156,Fashion,Northerly,general-satisfaction,positive
R008157,Travel Booking,Roamly,general-satisfaction,positive
R008158,Trading,Investa,ease-of-use,positive
R008159,Trading,Quantly,speed,positive
R008160,Fashion,Sable Row,app-website,positive
R008161,Banking,Kestrel Bank,email,negative
R008162,Information Technology,Ardent Systems,competitor,positive
R008163,Travel Booking,Roamly,speed,positive
R008164,Information Technology,Ardent Systems,account-access,neutral
R008165,Groceries,Oakpan Grocers,competitor,negative
R008166,Consulting,Merrow & Pike,app-website,positive
R008167,Groceries,Larkmead Market,reviews,negative
R008168,Price Comparison,PricePilot,competitor,positive
R008169,Streaming,Streamly,discounts-promotions,neutral
R008170,Banking,Vanter Financial,app-website,positive
R008171,Streaming,Pinecast,phone,positive
R008172,Price Comparison,Tallywise,email,negative
R008173,Price Comparison,CompareHive,price-value-for-money,positive
R008174,Streaming,Pinecast,ease-of-use,positive
R008175,Price Comparison,Tallywise,speed,positive
R008176,Groceries,Oakpan Grocers,general-satisfaction,negative
R008177,Travel Booking,Journeo,ease-of-use,positive
R008178,Price Comparison,CompareHive,attitude-of-staff,positive
R008179,Trading,Investa,app-website,positive
R008180,Price Comparison,CompareHive,ease-of-use,positive
R008181,Banking,Kestrel Bank,attitude-of-staff,negative
R008182,Price Comparison,Tallywise,ease-of-use,positive
R008183,Travel Booking,Roamly,ease-of-use,negative
R008184,Travel Booking,Roamly,discounts-promotions,positive
R008185,Streaming,Pinecast,attitude-of-staff,negative
R008186,Fashion,Vella & Co,phone,negative
R008187,Information Technology,Ardent Systems,price-value-for-money,positive
R008188,Groceries,Freshbury,general-satisfaction,positive
R008189,Banking,Halden Savings,app-website,negative
R008190,Groceries,Oakpan Grocers,email,negative
R008191,Groceries,Oakpan Grocers,attitude-of-staff,positive
R008192,Ride Hailing,Zeta Cabs,general-satisfaction,negative
R008193,Fashion,Vella & Co,speed,positive
R008194,Groceries,Larkmead Market,attitude-of-staff,negative
R008195,Fashion,Marbrook,speed,positive
R008196,Banking,Vanter Financial,attitude-of-staff,negative
R008197,Trading,Quantly,ease-of-use,positive
R008198,Fashion,Northerly,price-value-for-money,positive
R008199,Price Comparison,Tallywise,app-website,positive
R008200,Price Comparison,Tallywise,price-value-for-money,negative
R008201,Groceries,Freshbury,reviews,negative
R008202,Consulting,Alderline Advisory,general-satisfaction,negative
R008203,Information Technology,Ardent Systems,price-value-for-money,positive
R008204,Streaming,Pinecast,phone,positive
R008205,Consulting,Merrow & Pike,app-website,negative
R008206,Fashion,Vella & Co,reviews,negative
R008207,Streaming,Lumora,app-website,neutral
R008208,Fashion,Marbrook,discounts-promotions,negative
R008209,Consulting,Alderline Advisory,ease-of-use,positive
R008210,Streaming,Streamly,competitor,negative
R008211,Trading,Quantly,ease-of-use,positive
R008212,Groceries,Freshbury,ease-of-use,positive
R008213,Travel Booking,Wayfare,discounts-promotions,negative
R008214,Fashion,Sable Row,competitor,negative
R008215,Consulting,Castellan Partners,price-value-for-money,positive
R008216,Trading,Investa,reviews,negative
R008217,Travel Booking,Wayfare,account-access,negative
R008218,Information Technology,Bluepath Technologies,speed,negative
R008219,Groceries,Freshbury,ease-of-use,positive
R008220,Information Technology,Bluepath Technologies,phone,positive
R008221,Groceries,Oakpan Grocers,phone,positive
R008222,Travel Booking,Trippa,general-satisfaction,positive
R008223,Groceries,Oakpan Grocers,ease-of-use,positive
R008224,Ride Hailing,Zeta Cabs,reviews,negative
R008225,Trading,Quantly,phone,negative
R008226,Trading,Northpeak Trading,speed,positive
R008227,Information Technology,Ardent Systems,account-access,neutral
R008228,Consulting,Castellan Partners,ease-of-use,positive
R008229,Ride Hailing,Kerbside,account-access,negative
R008230,Travel Booking,Trippa,email,negative
R008231,Travel Booking,Roamly,general-satisfaction,negative
R008232,Banking,Halden Savings,competitor,positive
R008233,Groceries,Freshbury,discounts-promotions,positive
R008234,Information Technology,Corvex IT,attitude-of-staff,positive
R008235,Information Technology,Ardent Systems,discounts-promotions,neutral
R008236,Fashion,Northerly,app-website,positive
R008237,Price Comparison,CompareHive,price-value-for-money,positive
R008238,Streaming,Pinecast,app-website,positive
R008239,Streaming,Lumora,competitor,positive
R008240,Trading,Northpeak Trading,app-website,negative
R008241,Fashion,Northerly,price-value-for-money,positive
R008242,Streaming,Lumora,account-access,negative
R008243,Streaming,Pinecast,attitude-of-staff,neutral
R008244,Banking,Northeast Bank,price-value-for-money,positive
R008245,Banking,Northeast Bank,app-website,positive
R008246,Fashion,Marbrook,general-satisfaction,positive
R008247,Consulting,Alderline Advisory,attitude-of-staff,positive
R008248,Price Comparison,CompareHive,attitude-of-staff,positive
R008249,Travel Booking,Trippa,ease-of-use,positive
R008250,Price Comparison,Tallywise,account-access,negative
R008251,Trading,Northpeak Trading,speed,negative
R008252,Banking,Vanter Financial,competitor,positive
R008253,Trading,Investa,app-website,positive
R008254,Banking,Vanter Financial,reviews,positive
R008255,Fashion,Marbrook,general-satisfaction,positive
R008256,Fashion,Marbrook,reviews,negative
R008257,Travel Booking,Trippa,account-access,negative
R008258,Fashion,Vella & Co,account-access,negative
R008259,Travel Booking,Roamly,reviews,negative
R008260,Trading,Quantly,general-satisfaction,positive
R008261,Consulting,Merrow & Pike,price-value-for-money,positive
R008262,Streaming,Streamly,discounts-promotions,neutral
R008263,Fashion,Northerly,app-website,negative
R008264,Travel Booking,Journeo,general-satisfaction,positive
R008265,Price Comparison,CompareHive,price-value-for-money,positive
R008266,Travel Booking,Journeo,attitude-of-staff,negative
R008267,Trading,Northpeak Trading,general-satisfaction,negative
R008268,Information Technology,Ardent Systems,ease-of-use,positive
R008269,Streaming,Pinecast,email,negative
R008270,Fashion,Marbrook,speed,negative
R008271,Streaming,Pinecast,speed,positive
R008272,Ride Hailing,Kerbside,speed,negative
R008273,Streaming,Streamly,speed,positive
R008274,Ride Hailing,Kerbside,app-website,negative
R008275,Information Technology,Bluepath Technologies,attitude-of-staff,negative
R008276,Streaming,Streamly,ease-of-use,negative
R008277,Fashion,Marbrook,speed,negative
R008278,Ride Hailing,Zeta Cabs,attitude-of-staff,negative
R008279,Information Technology,Corvex IT,attitude-of-staff,positive
R008280,Information Technology,Corvex IT,discounts-promotions,neutral
R008281,Streaming,Streamly,competitor,negative
R008282,Fashion,Northerly,app-website,negative
R008283,Streaming,Lumora,phone,negative
R008284,Groceries,Larkmead Market,ease-of-use,positive
R008285,Ride Hailing,Kerbside,reviews,positive
R008286,Price Comparison,PricePilot,app-website,negative
R008287,Price Comparison,PricePilot,attitude-of-staff,positive
R008288,Travel Booking,Roamly,account-access,negative
R008289,Groceries,Freshbury,email,negative
R008290,Fashion,Northerly,general-satisfaction,positive
R008291,Price Comparison,Tallywise,email,positive
R008292,Consulting,Alderline Advisory,reviews,negative
R008293,Streaming,Pinecast,app-website,neutral
R008294,Fashion,Marbrook,reviews,negative
R008295,Banking,Kestrel Bank,ease-of-use,positive
R008296,Banking,Northeast Bank,discounts-promotions,negative
R008297,Streaming,Pinecast,competitor,positive
R008298,Banking,Kestrel Bank,ease-of-use,negative
R008299,Consulting,Merrow & Pike,discounts-promotions,positive
R008300,Travel Booking,Trippa,phone,positive
R008301,Fashion,Vella & Co,attitude-of-staff,negative
R008302,Streaming,Streamly,account-access,negative
R008303,Fashion,Marbrook,app-website,negative
R008304,Banking,Kestrel Bank,discounts-promotions,negative
R008305,Price Comparison,Tallywise,price-value-for-money,positive
R008306,Consulting,Merrow & Pike,speed,positive
R008307,Groceries,Larkmead Market,speed,positive
R008308,Streaming,Lumora,competitor,positive
R008309,Ride Hailing,Zeta Cabs,account-access,neutral
R008310,Information Technology,Bluepath Technologies,ease-of-use,negative
R008311,Consulting,Alderline Advisory,reviews,positive
R008312,Ride Hailing,Zeta Cabs,competitor,negative
R008313,Streaming,Pinecast,ease-of-use,negative
R008314,Price Comparison,PricePilot,attitude-of-staff,positive
R008315,Trading,Investa,attitude-of-staff,positive
R008316,Travel Booking,Roamly,competitor,positive
R008317,Fashion,Northerly,general-satisfaction,positive
R008318,Streaming,Streamly,account-access,neutral
R008319,Trading,Quantly,price-value-for-money,positive
R008320,Banking,Halden Savings,general-satisfaction,positive
R008321,Fashion,Northerly,phone,negative
R008322,Trading,Quantly,price-value-for-money,positive
R008323,Streaming,Pinecast,competitor,positive
R008324,Fashion,Northerly,ease-of-use,positive
R008325,Banking,Vanter Financial,reviews,negative
R008326,Price Comparison,Tallywise,discounts-promotions,neutral
R008327,Trading,Northpeak Trading,app-website,positive
R008328,Ride Hailing,Kerbside,general-satisfaction,positive
R008329,Groceries,Larkmead Market,app-website,negative
R008330,Information Technology,Bluepath Technologies,app-website,neutral
R008331,Information Technology,Bluepath Technologies,price-value-for-money,negative
R008332,Information Technology,Bluepath Technologies,ease-of-use,positive
R008333,Price Comparison,CompareHive,phone,negative
R008334,Information Technology,Ardent Systems,general-satisfaction,negative
R008335,Trading,Investa,reviews,positive
R008336,Groceries,Freshbury,app-website,positive
R008337,Consulting,Castellan Partners,reviews,negative
R008338,Price Comparison,PricePilot,phone,positive
R008339,Streaming,Streamly,speed,positive
R008340,Groceries,Freshbury,general-satisfaction,positive
R008341,Consulting,Merrow & Pike,competitor,negative
R008342,Fashion,Vella & Co,ease-of-use,positive
R008343,Consulting,Merrow & Pike,competitor,negative
R008344,Travel Booking,Journeo,general-satisfaction,positive
R008345,Fashion,Sable Row,speed,positive
R008346,Consulting,Castellan Partners,price-value-for-money,positive
R008347,Banking,Kestrel Bank,discounts-promotions,neutral
R008348,Fashion,Marbrook,email,negative
R008349,Price Comparison,CompareHive,speed,positive
R008350,Groceries,Larkmead Market,app-website,negative
R008351,Trading,Investa,ease-of-use,positive
R008352,Banking,Halden Savings,general-satisfaction,positive
R008353,Price Comparison,PricePilot,general-satisfaction,positive
R008354,Banking,Vanter Financial,ease-of-use,positive
R008355,Fashion,Marbrook,general-satisfaction,positive
R008356,Banking,Northeast Bank,competitor,negative
R008357,Banking,Vanter Financial,discounts-promotions,negative
R008358,Trading,Quantly,app-website,positive
R008359,Groceries,Larkmead Market,attitude-of-staff,negative
R008360,Information Technology,Ardent Systems,email,negative
R008361,Consulting,Alderline Advisory,speed,positive
R008362,Fashion,Northerly,general-satisfaction,positive
R008363,Trading,Investa,app-website,positive
R008364,Information Technology,Bluepath Technologies,email,negative
R008365,Travel Booking,Journeo,app-website,positive
R008366,Trading,Northpeak Trading,ease-of-use,positive
R008367,Fashion,Vella & Co,general-satisfaction,positive
R008368,Streaming,Pinecast,email,negative
R008369,Travel Booking,Roamly,phone,negative
R008370,Travel Booking,Journeo,competitor,positive
R008371,Price Comparison,Tallywise,account-access,negative
R008372,Fashion,Sable Row,speed,positive
R008373,Information Technology,Ardent Systems,competitor,positive
R008374,Information Technology,Ardent Systems,competitor,positive
R008375,Ride Hailing,Swiftly Rides,email,negative
R008376,Fashion,Marbrook,general-satisfaction,positive
R008377,Price Comparison,PricePilot,general-satisfaction,positive
R008378,Groceries,Oakpan Grocers,app-website,negative
R008379,Trading,Northpeak Trading,speed,negative
R008380,Fashion,Marbrook,email,negative
R008381,Groceries,Oakpan Grocers,app-website,negative
R008382,Fashion,Marbrook,discounts-promotions,positive
R008383,Price Comparison,CompareHive,price-value-for-money,positive
R008384,Fashion,Marbrook,general-satisfaction,positive
R008385,Ride Hailing,Zeta Cabs,app-website,negative
R008386,Consulting,Alderline Advisory,app-website,positive
R008387,Streaming,Streamly,email,negative
R008388,Groceries,Freshbury,account-access,negative
R008389,Streaming,Pinecast,email,negative
R008390,Travel Booking,Journeo,attitude-of-staff,negative
R008391,Ride Hailing,Zeta Cabs,ease-of-use,negative
R008392,Banking,Northeast Bank,discounts-promotions,neutral
R008393,Fashion,Sable Row,general-satisfaction,negative
R008394,Price Comparison,CompareHive,general-satisfaction,negative
R008395,Banking,Vanter Financial,ease-of-use,positive
R008396,Price Comparison,PricePilot,attitude-of-staff,positive
R008397,Groceries,Larkmead Market,ease-of-use,positive
R008398,Banking,Kestrel Bank,competitor,positive
R008399,Fashion,Marbrook,speed,positive
R008400,Price Comparison,CompareHive,ease-of-use,positive
R008401,Banking,Northeast Bank,price-value-for-money,positive
R008402,Price Comparison,Tallywise,price-value-for-money,negative
R008403,Information Technology,Corvex IT,competitor,positive
R008404,Streaming,Lumora,account-access,neutral
R008405,Consulting,Merrow & Pike,price-value-for-money,positive
R008406,Travel Booking,Wayfare,general-satisfaction,positive
R008407,Fashion,Sable Row,general-satisfaction,negative
R008408,Banking,Vanter Financial,ease-of-use,positive
R008409,Fashion,Northerly,email,negative
R008410,Groceries,Larkmead Market,general-satisfaction,positive
R008411,Groceries,Larkmead Market,competitor,positive
R008412,Fashion,Marbrook,ease-of-use,negative
R008413,Consulting,Alderline Advisory,attitude-of-staff,positive
R008414,Travel Booking,Roamly,account-access,negative
R008415,Information Technology,Ardent Systems,discounts-promotions,neutral
R008416,Ride Hailing,Swiftly Rides,speed,negative
R008417,Travel Booking,Wayfare,app-website,positive
R008418,Travel Booking,Trippa,ease-of-use,negative
R008419,Streaming,Streamly,attitude-of-staff,negative
R008420,Travel Booking,Roamly,competitor,positive
R008421,Price Comparison,CompareHive,reviews,negative
R008422,Price Comparison,CompareHive,discounts-promotions,negative
R008423,Fashion,Northerly,discounts-promotions,positive
R008424,Price Comparison,CompareHive,competitor,positive
R008425,Consulting,Castellan Partners,app-website,negative
R008426,Banking,Kestrel Bank,general-satisfaction,positive
R008427,Ride Hailing,Swiftly Rides,attitude-of-staff,negative
R008428,Groceries,Larkmead Market,app-website,positive
R008429,Groceries,Oakpan Grocers,app-website,positive
R008430,Fashion,Marbrook,account-access,neutral
R008431,Streaming,Pinecast,competitor,positive
R008432,Travel Booking,Wayfare,reviews,positive
R008433,Fashion,Sable Row,app-website,positive
R008434,Trading,Investa,email,negative
R008435,Fashion,Sable Row,general-satisfaction,positive
R008436,Consulting,Alderline Advisory,competitor,neutral
R008437,Travel Booking,Journeo,attitude-of-staff,positive
R008438,Banking,Kestrel Bank,general-satisfaction,positive
R008439,Consulting,Merrow & Pike,speed,positive
R008440,Consulting,Alderline Advisory,attitude-of-staff,positive
R008441,Fashion,Northerly,app-website,negative
R008442,Streaming,Streamly,speed,positive
R008443,Trading,Northpeak Trading,ease-of-use,positive
R008444,Banking,Kestrel Bank,app-website,negative
R008445,Fashion,Sable Row,general-satisfaction,positive
R008446,Information Technology,Bluepath Technologies,ease-of-use,negative
R008447,Travel Booking,Roamly,app-website,positive
R008448,Travel Booking,Roamly,app-website,positive
R008449,Price Comparison,CompareHive,general-satisfaction,negative
R008450,Trading,Northpeak Trading,speed,positive
R008451,Banking,Halden Savings,general-satisfaction,positive
R008452,Price Comparison,PricePilot,ease-of-use,positive
R008453,Travel Booking,Journeo,ease-of-use,negative
R008454,Price Comparison,PricePilot,general-satisfaction,positive
R008455,Consulting,Castellan Partners,speed,positive
R008456,Travel Booking,Journeo,general-satisfaction,positive
R008457,Price Comparison,Tallywise,competitor,positive
R008458,Banking,Halden Savings,price-value-for-money,negative
R008459,Banking,Northeast Bank,app-website,positive
R008460,Trading,Quantly,phone,positive
R008461,Banking,Vanter Financial,general-satisfaction,positive
R008462,Trading,Investa,discounts-promotions,negative
R008463,Fashion,Vella & Co,app-website,positive
R008464,Price Comparison,Tallywise,account-access,negative
R008465,Travel Booking,Wayfare,app-website,negative
R008466,Groceries,Larkmead Market,account-access,negative
R008467,Streaming,Pinecast,ease-of-use,positive
R008468,Consulting,Castellan Partners,discounts-promotions,positive
R008469,Consulting,Merrow & Pike,speed,positive
R008470,Streaming,Pinecast,email,negative
R008471,Consulting,Castellan Partners,price-value-for-money,positive
R008472,Streaming,Lumora,app-website,negative
R008473,Groceries,Oakpan Grocers,app-website,positive
R008474,Price Comparison,Tallywise,speed,positive
R008475,Groceries,Oakpan Grocers,discounts-promotions,negative
R008476,Groceries,Larkmead Market,general-satisfaction,positive
R008477,Consulting,Alderline Advisory,attitude-of-staff,positive
R008478,Trading,Investa,competitor,neutral
R008479,Banking,Kestrel Bank,competitor,positive
R008480,Streaming,Pinecast,price-value-for-money,negative
R008481,Banking,Kestrel Bank,price-value-for-money,negative
R008482,Travel Booking,Wayfare,app-website,negative
R008483,Groceries,Larkmead Market,competitor,positive
R008484,Price Comparison,Tallywise,account-access,positive
R008485,Price Comparison,PricePilot,general-satisfaction,positive
R008486,Ride Hailing,Zeta Cabs,reviews,negative
R008487,Streaming,Pinecast,reviews,negative
R008488,Consulting,Alderline Advisory,app-website,negative
R008489,Ride Hailing,Kerbside,reviews,negative
R008490,Price Comparison,CompareHive,price-value-for-money,positive
R008491,Information Technology,Corvex IT,phone,negative
R008492,Travel Booking,Wayfare,account-access,negative
R008493,Consulting,Alderline Advisory,general-satisfaction,negative
R008494,Fashion,Marbrook,app-website,positive
R008495,Groceries,Oakpan Grocers,app-website,negative
R008496,Ride Hailing,Kerbside,account-access,positive
R008497,Ride Hailing,Kerbside,reviews,positive
R008498,Price Comparison,Tallywise,phone,positive
R008499,Information Technology,Ardent Systems,price-value-for-money,positive
R008500,Consulting,Alderline Advisory,ease-of-use,positive
R008501,Ride Hailing,Kerbside,speed,positive
R008502,Price Comparison,PricePilot,competitor,positive
R008503,Price Comparison,CompareHive,attitude-of-staff,positive
R008504,Travel Booking,Roamly,phone,positive
R008505,Price Comparison,PricePilot,phone,positive
R008506,Banking,Kestrel Bank,attitude-of-staff,negative
R008507,Groceries,Oakpan Grocers,general-satisfaction,positive
R008508,Price Comparison,Tallywise,ease-of-use,positive
R008509,Banking,Vanter Financial,email,negative
R008510,Fashion,Sable Row,app-website,positive
R008511,Groceries,Oakpan Grocers,app-website,positive
R008512,Travel Booking,Roamly,general-satisfaction,negative
R008513,Travel Booking,Trippa,email,negative
R008514,Trading,Investa,app-website,positive
R008515,Fashion,Northerly,app-website,negative
R008516,Fashion,Sable Row,account-access,neutral
R008517,Travel Booking,Wayfare,reviews,positive
R008518,Streaming,Streamly,email,negative
R008519,Consulting,Alderline Advisory,general-satisfaction,positive
R008520,Travel Booking,Trippa,email,negative
R008521,Consulting,Merrow & Pike,discounts-promotions,positive
R008522,Price Comparison,CompareHive,price-value-for-money,positive
R008523,Price Comparison,CompareHive,competitor,positive
R008524,Banking,Halden Savings,app-website,negative
