id,org_index,data_source,industry,text,parent_aspect,child_aspect,sentiment
301981930,514,Google Play,Banking,"Excellent, best in class",company-brand,competitor,positive
301985471,600,Google Play,Price Comparison,Why is the draining my battery even when I'm not using it? I don't want it running in the background - I just want it to run when I launch it.,online-experience,app-website,negative
387383437,932,Google Play,Banking,How do I make a six-digit password to count on,account-management,account-access,neutral
301974378,685,Trustpilot,Trading,Easy to use. 24hr chat and no fees. Perfect,staff-support,attitude-of-staff,positive
301974378,685,Trustpilot,Trading,Easy to use. 24hr chat and no fees. Perfect,purchase-booking-experience,ease-of-use,positive
301974378,685,Trustpilot,Trading,Easy to use. 24hr chat and no fees. Perfect,company-brand,general-satisfaction,positive
301974378,685,Trustpilot,Trading,Easy to use. 24hr chat and no fees. Perfect,value,price-value-for-money,positive
301981180,514,Google Play,Banking,"User friendly, practical application.",purchase-booking-experience,ease-of-use,positive
301981180,514,Google Play,Banking,"User friendly, practical application.",online-experience,app-website,positive
301984412,549,Google Play,Travel Booking,No support from within app.,staff-support,attitude-of-staff,negative
301984412,549,Google Play,Travel Booking,No support from within app.,online-experience,app-website,negative
301984582,549,Google Play,Travel Booking,I like to use this application in order to have an idea on the various services offered but more particularly on the restaurants but I am wary of the opinions of convenience or the negative opinions which I spot in large part by the few ratings sometimes 1 or 2 opinions .... which praise or demolish the rated establishments. ORG160 is an excellent site that I recommend.,company-brand,reviews,negative
301984582,549,Google Play,Travel Booking,I like to use this application in order to have an idea on the various services offered but more particularly on the restaurants but I am wary of the opinions of convenience or the negative opinions which I spot in large part by the few ratings sometimes 1 or 2 opinions .... which praise or demolish the rated establishments. ORG160 is an excellent site that I recommend.,staff-support,attitude-of-staff,positive
301984582,549,Google Play,Travel Booking,I like to use this application in order to have an idea on the various services offered but more particularly on the restaurants but I am wary of the opinions of convenience or the negative opinions which I spot in large part by the few ratings sometimes 1 or 2 opinions .... which praise or demolish the rated establishments. ORG160 is an excellent site that I recommend.,online-experience,app-website,positive
301984582,549,Google Play,Travel Booking,I like to use this application in order to have an idea on the various services offered but more particularly on the restaurants but I am wary of the opinions of convenience or the negative opinions which I spot in large part by the few ratings sometimes 1 or 2 opinions .... which praise or demolish the rated establishments. ORG160 is an excellent site that I recommend.,company-brand,competitor,neutral
301978715,616,Apple Store,Fashion,Absolutely love this site you can buy basically everything you want and need. There is such a wide selection of brands it’s amazing. Returns and shipping is very reasonable. Absolutely brilliant.,online-experience,app-website,positive
301978715,616,Apple Store,Fashion,Absolutely love this site you can buy basically everything you want and need. There is such a wide selection of brands it’s amazing. Returns and shipping is very reasonable. Absolutely brilliant.,company-brand,general-satisfaction,positive
301978715,616,Apple Store,Fashion,Absolutely love this site you can buy basically everything you want and need. There is such a wide selection of brands it’s amazing. Returns and shipping is very reasonable. Absolutely brilliant.,value,price-value-for-money,positive
301983556,411,Google Play,Groceries,Love the update and that you can select the ORG16 offers without the bits of paper printed at the till. Not been in store yet but hope this reduces all the paper that's used.,value,discounts-promotions,positive
301983556,411,Google Play,Groceries,Love the update and that you can select the ORG16 offers without the bits of paper printed at the till. Not been in store yet but hope this reduces all the paper that's used.,purchase-booking-experience,ease-of-use,positive
301983556,411,Google Play,Groceries,Love the update and that you can select the ORG16 offers without the bits of paper printed at the till. Not been in store yet but hope this reduces all the paper that's used.,online-experience,app-website,positive
301973237,600,Trustpilot,Price Comparison,Great prices for my car insurance renewal & I received Green Flag breakdown for a year as a free reward too,value,discounts-promotions,positive
301973237,600,Trustpilot,Price Comparison,Great prices for my car insurance renewal & I received Green Flag breakdown for a year as a free reward too,value,price-value-for-money,positive
301971839,600,Trustpilot,Price Comparison,Found cheaper insurance for my car. So grateful to ORG600. Thanks again,value,price-value-for-money,positive
301971839,600,Trustpilot,Price Comparison,Found cheaper insurance for my car. So grateful to ORG600. Thanks again,company-brand,competitor,positive
301987780,727,Google Play,Fashion,Great app with brand news.,online-experience,app-website,positive
301987780,727,Google Play,Fashion,Great app with brand news.,company-brand,general-satisfaction,positive
301981225,514,Google Play,Banking,Best money managing app and system for travelling 😍 seamless experience!,purchase-booking-experience,ease-of-use,positive
301981225,514,Google Play,Banking,Best money managing app and system for travelling 😍 seamless experience!,online-experience,app-website,positive
301981225,514,Google Play,Banking,Best money managing app and system for travelling 😍 seamless experience!,company-brand,competitor,positive
301980142,727,Apple Store,Fashion,There is no store like ORG727!,company-brand,general-satisfaction,positive
301980142,727,Apple Store,Fashion,There is no store like ORG727!,company-brand,competitor,positive
301972560,600,Trustpilot,Price Comparison,Excellent advisor (Paige) explained my cost saving options and made the information very easy for me to understand. She answered any questions I had and then helped me switch my tariff without any fuss. I am a technophobe so Paige did incredibly well by helping me understand my options and monthly costs etc.,staff-support,attitude-of-staff,positive
301972560,600,Trustpilot,Price Comparison,Excellent advisor (Paige) explained my cost saving options and made the information very easy for me to understand. She answered any questions I had and then helped me switch my tariff without any fuss. I am a technophobe so Paige did incredibly well by helping me understand my options and monthly costs etc.,purchase-booking-experience,ease-of-use,positive
301988299,727,Google Play,Fashion,My experience today was smooth. still a bit of back and forth jumped to something else in the middke if my selecting the color of my purchase item. But overall a good update,purchase-booking-experience,ease-of-use,positive
301988299,727,Google Play,Fashion,My experience today was smooth. still a bit of back and forth jumped to something else in the middke if my selecting the color of my purchase item. But overall a good update,online-experience,app-website,positive
301984541,549,Google Play,Travel Booking,Great site it always does the job for me!!👍🏾⭐,online-experience,app-website,positive
301987998,727,Google Play,Fashion,Great store and great app.,online-experience,app-website,positive
301987998,727,Google Play,Fashion,Great store and great app.,company-brand,general-satisfaction,positive
301986189,616,Google Play,Fashion,Always reliable and efficient delivery,logistics-rides,speed,positive
301987999,727,Google Play,Fashion,Saves my last shopping searches. Easy to navigate.,purchase-booking-experience,ease-of-use,positive
301987999,727,Google Play,Fashion,Saves my last shopping searches. Easy to navigate.,online-experience,app-website,positive
301972411,600,Trustpilot,Price Comparison,Lady was very helpful and I could understand what she was saying to me and if I was not sure she would go though it again with me.,staff-support,attitude-of-staff,positive
301987947,727,Google Play,Fashion,"Excellent Brand, my favorite",company-brand,general-satisfaction,positive
301987947,727,Google Play,Fashion,"Excellent Brand, my favorite",company-brand,competitor,positive
301981460,514,Google Play,Banking,Brilliant way to stretch you holiday money,company-brand,general-satisfaction,positive
301986896,685,Google Play,Trading,Easiest system ever!! Already doubled my money in very little time!,company-brand,competitor,positive
301986896,685,Google Play,Trading,Easiest system ever!! Already doubled my money in very little time!,purchase-booking-experience,ease-of-use,positive
301986896,685,Google Play,Trading,Easiest system ever!! Already doubled my money in very little time!,logistics-rides,speed,positive
301988177,727,Google Play,Fashion,Great app great prices,online-experience,app-website,positive
301988177,727,Google Play,Fashion,Great app great prices,value,price-value-for-money,positive
301983337,411,Google Play,Groceries,Very user friendly ...use it all the time! I find my sparks offers and click on shop now!,purchase-booking-experience,ease-of-use,positive
301983337,411,Google Play,Groceries,Very user friendly ...use it all the time! I find my sparks offers and click on shop now!,online-experience,app-website,positive
301985761,616,Google Play,Fashion,Brilliant,company-brand,general-satisfaction,positive
301980240,727,Apple Store,Fashion,Love shopping at ORG216,company-brand,general-satisfaction,positive
301971853,600,Trustpilot,Price Comparison,Always use you- always reliable,company-brand,general-satisfaction,positive
327152749,3887,Google Play,Streaming,is the app okay,online-experience,app-website,neutral
301978405,549,Apple Store,Travel Booking,"Impossible to read all reviews. I would like to see the reviews in other languages, not just mine because some sites abroad, for example, have almost no opinions in Spanish",company-brand,reviews,negative
301978405,549,Apple Store,Travel Booking,"Impossible to read all reviews. I would like to see the reviews in other languages, not just mine because some sites abroad, for example, have almost no opinions in Spanish",online-experience,app-website,neutral
301980090,727,Apple Store,Fashion,ORG727 is such an outstanding company. I appreciate the huge selection of items available and their wonderful customer service. Thanks ORG727 for a job well done!,staff-support,attitude-of-staff,positive
301980090,727,Apple Store,Fashion,ORG727 is such an outstanding company. I appreciate the huge selection of items available and their wonderful customer service. Thanks ORG727 for a job well done!,online-experience,app-website,positive
301980090,727,Apple Store,Fashion,ORG727 is such an outstanding company. I appreciate the huge selection of items available and their wonderful customer service. Thanks ORG727 for a job well done!,company-brand,competitor,positive
301980996,369,Google Play,Ride Hailing,does not want to come in,purchase-booking-experience,ease-of-use,negative
301977887,411,Apple Store,Groceries,"Tried to checkout numerous times,couldn’t add items to basket or change slot I booked.Items disappeared from shopping trolley then added extra items jumped from 2 items to 31 items.Will not use again.",online-experience,app-website,negative
301977887,411,Apple Store,Groceries,"Tried to checkout numerous times,couldn’t add items to basket or change slot I booked.Items disappeared from shopping trolley then added extra items jumped from 2 items to 31 items.Will not use again.",company-brand,general-satisfaction,negative
301987163,685,Google Play,Trading,Very low commission between buying and selling!,value,price-value-for-money,positive
301977203,411,Apple Store,Groceries,Loved ordering just kept doing search when I thought of what I needed,online-experience,app-website,negative
301973531,616,Trustpilot,Fashion,Very good fast good value for money,value,price-value-for-money,positive
301973531,616,Trustpilot,Fashion,Very good fast good value for money,logistics-rides,speed,positive
301982762,600,Google Play,Price Comparison,quick and easy,purchase-booking-experience,ease-of-use,positive
301982762,600,Google Play,Price Comparison,quick and easy,logistics-rides,speed,positive
301988390,727,Google Play,Fashion,Really organized and easy to use.,company-brand,general-satisfaction,positive
301987145,685,Google Play,Trading,It's a cheater,company-brand,general-satisfaction,negative
301984044,549,Google Play,Travel Booking,Friendly and bright,staff-support,attitude-of-staff,positive
256108385,1040,Google Play,Information Technology,Does this app recording option,online-experience,app-website,neutral
301986487,685,Google Play,Trading,Much more than an app. It is a great company with an easy to use app.,purchase-booking-experience,ease-of-use,positive
301986487,685,Google Play,Trading,Much more than an app. It is a great company with an easy to use app.,online-experience,app-website,positive
301986487,685,Google Play,Trading,Much more than an app. It is a great company with an easy to use app.,company-brand,general-satisfaction,positive
301980559,369,Google Play,Ride Hailing,"He has never used the ORG369 service, but the references are good",company-brand,general-satisfaction,positive
301988492,727,Google Play,Fashion,I love ORG727. It's iconic!,company-brand,general-satisfaction,positive
301988514,727,Google Play,Fashion,Always hopeful a great way to be able to get what you want,company-brand,general-satisfaction,positive
301986337,616,Google Play,Fashion,So far it was very easy to use.,purchase-booking-experience,ease-of-use,positive
301978404,549,Apple Store,Travel Booking,"Long time refreshments. Long delay, and you can't respond to the comments they make on your page",staff-support,attitude-of-staff,negative
301978404,549,Apple Store,Travel Booking,"Long time refreshments. Long delay, and you can't respond to the comments they make on your page",logistics-rides,speed,negative
301985428,600,Google Play,Price Comparison,forgot pass word did not receive new link so uni nstalled,account-management,account-access,negative
301982853,411,Google Play,Groceries,I love this app I can search easier keep track of offers and check my points ..not glitchy and always great communication after purchase to keep you updated so far so good .,purchase-booking-experience,ease-of-use,positive
301982853,411,Google Play,Groceries,I love this app I can search easier keep track of offers and check my points ..not glitchy and always great communication after purchase to keep you updated so far so good .,online-experience,app-website,positive
301973968,616,Trustpilot,Fashion,Hides behind the guise of a legitimate company but is poorly secured and offers almost no seller protection. They allow bull sellers and pass on legit ones too.,company-brand,general-satisfaction,negative
301978928,616,Apple Store,Fashion,"Now ordered 5 times from them, each time a piece of clothing was canceled.",online-experience,app-website,negative
301984721,549,Google Play,Travel Booking,costume,company-brand,general-satisfaction,negative
301974374,685,Trustpilot,Trading,Stole my deposit and charged a fee claiming it bounced...,value,price-value-for-money,negative
301974374,685,Trustpilot,Trading,Stole my deposit and charged a fee claiming it bounced...,company-brand,general-satisfaction,negative
301971573,600,Trustpilot,Price Comparison,FFS loose that awful advert on TV as it it's bloody terrible 🤬,company-brand,general-satisfaction,negative
301982180,514,Google Play,Banking,"Brilliant app, my go to for sending payments.",purchase-booking-experience,ease-of-use,positive
301982180,514,Google Play,Banking,"Brilliant app, my go to for sending payments.",online-experience,app-website,positive
301977131,411,Apple Store,Groceries,Everything you buy gets added to favourites and you can’t remove them on the app. Very frustrating. Can this be fixed?,online-experience,app-website,negative
301973290,600,Trustpilot,Price Comparison,Reminded me and came up with the goods,staff-support,attitude-of-staff,positive
301986654,685,Google Play,Trading,Super easy to navigate and very user friendly.,purchase-booking-experience,ease-of-use,positive
301981135,514,Google Play,Banking,Could be better to personalise exchange rate both ways.,value,price-value-for-money,negative
301983597,411,Google Play,Groceries,perfect to keep track of points,value,discounts-promotions,positive
301976838,514,Apple Store,Banking,"Great service, great app. Sneaky updates of privacy terms and conditions. Watch out where they’re sharing your data!",online-experience,app-website,negative
301976838,514,Apple Store,Banking,"Great service, great app. Sneaky updates of privacy terms and conditions. Watch out where they’re sharing your data!",online-experience,app-website,positive
301976838,514,Apple Store,Banking,"Great service, great app. Sneaky updates of privacy terms and conditions. Watch out where they’re sharing your data!",company-brand,general-satisfaction,positive
301984246,600,Google Play,Price Comparison,Highly recommended,company-brand,general-satisfaction,positive
301980253,727,Apple Store,Fashion,App works perfect ! They always have the newest items in stock and avail. Love the order online pick up same day in store !,online-experience,app-website,positive
301980253,727,Apple Store,Fashion,App works perfect ! They always have the newest items in stock and avail. Love the order online pick up same day in store !,logistics-rides,speed,positive
301972371,600,Trustpilot,Price Comparison,"The lady I spoke to, Fleur was very efficient & made it all so easy & clear. She was also very nice to talk to in fact it was a pleasure dealing with her.",staff-support,attitude-of-staff,positive
301981938,727,Google Play,Fashion,Easy to use,purchase-booking-experience,ease-of-use,positive
301986574,727,Google Play,Fashion,Easy to use,purchase-booking-experience,ease-of-use,positive
301977318,411,Apple Store,Groceries,"such an annoying app. i love ORG411 but this app is so bad, constantly crashes also i never get all my shopping when i order online there’s always at least two items missing.",online-experience,app-website,negative
301981928,727,Google Play,Fashion,Great app,online-experience,app-website,positive
301974344,685,Trustpilot,Trading,"Scam site.. These people took away all my money. It was a painful experience with them. But I just got back my refund, check on my headings for details",online-experience,app-website,negative
301974344,685,Trustpilot,Trading,"Scam site.. These people took away all my money. It was a painful experience with them. But I just got back my refund, check on my headings for details",company-brand,general-satisfaction,negative
301973384,616,Trustpilot,Fashion,Early,logistics-rides,speed,positive
301985551,600,Google Play,Price Comparison,Although my app is installed when I try to open in Play Store I get the following error code. Firstly web page not available then NET::ERR_UNKNOWN_URL_SCHEME,online-experience,app-website,negative
301977841,411,Apple Store,Groceries,"The worst online shopping app I have ever used! Avoid, avoid, avoid!  ORG136’s were useless at helping as well!!",staff-support,attitude-of-staff,negative
301977841,411,Apple Store,Groceries,"The worst online shopping app I have ever used! Avoid, avoid, avoid!  ORG136’s were useless at helping as well!!",online-experience,app-website,negative
301977841,411,Apple Store,Groceries,"The worst online shopping app I have ever used! Avoid, avoid, avoid!  ORG136’s were useless at helping as well!!",company-brand,competitor,negative
301987909,727,Google Play,Fashion,Excellent APP,online-experience,app-website,positive
301986349,616,Google Play,Fashion,good outfit inspiration and actions,company-brand,general-satisfaction,positive
301982854,411,Google Play,Groceries,Amazing app so easy to use 😁,purchase-booking-experience,ease-of-use,positive
301982854,411,Google Play,Groceries,Amazing app so easy to use 😁,online-experience,app-website,positive
301978818,616,Apple Store,Fashion,"The customer service in the online help section is very cocky I gave my order number, I want a shipping tracking number, they do not answer dolphin and jasmine Hnm",staff-support,attitude-of-staff,negative
301985387,600,Google Play,Price Comparison,very fast and efficient,logistics-rides,speed,positive
301984255,549,Google Play,Travel Booking,"Very good, has everything you are looking for, for your trip",company-brand,general-satisfaction,positive
301984010,549,Google Play,Travel Booking,Always able to rely on this app when travelling 👍,online-experience,app-website,positive
301984010,549,Google Play,Travel Booking,Always able to rely on this app when travelling 👍,company-brand,general-satisfaction,positive
301977474,411,Apple Store,Groceries,Love th fact I get rewarded for buying the things I need. Keep going please 🤗,value,discounts-promotions,positive
301982665,411,Google Play,Groceries,A very user-friendly app and and excellent as it displays lifespan of fresh produce I have used this app for a number of years,purchase-booking-experience,ease-of-use,positive
301982665,411,Google Play,Groceries,A very user-friendly app and and excellent as it displays lifespan of fresh produce I have used this app for a number of years,online-experience,app-website,positive
301974072,685,Trustpilot,Trading,"I Join ORG685 in oct2019 since I made good money. But last month I noticed and there was two deal on my account I called straight way and guy did not listen keep sayng I placed deal, after one month later suddenly yesterday received email saying my account closed. I called customer service and they says they received email to close my account when challenging I did not send any request as it was live account and 9 deal was already active. ORG685 found out they received email from some unsolicited email address which not related to my account as well phone number provided was not registered on my account. Still, they have closed account and close all active deal make me loose more than £1500 in a day. I am calling and sending emails no help from them at all.  Can some one help me how to take this matter further. As going to take to court looks like they don't have proper complaint procedure. I ask to speak higher person no one available.",staff-support,attitude-of-staff,negative
301974072,685,Trustpilot,Trading,"I Join ORG685 in oct2019 since I made good money. But last month I noticed and there was two deal on my account I called straight way and guy did not listen keep sayng I placed deal, after one month later suddenly yesterday received email saying my account closed. I called customer service and they says they received email to close my account when challenging I did not send any request as it was live account and 9 deal was already active. ORG685 found out they received email from some unsolicited email address which not related to my account as well phone number provided was not registered on my account. Still, they have closed account and close all active deal make me loose more than £1500 in a day. I am calling and sending emails no help from them at all.  Can some one help me how to take this matter further. As going to take to court looks like they don't have proper complaint procedure. I ask to speak higher person no one available.",account-management,account-access,negative
301974072,685,Trustpilot,Trading,"I Join ORG685 in oct2019 since I made good money. But last month I noticed and there was two deal on my account I called straight way and guy did not listen keep sayng I placed deal, after one month later suddenly yesterday received email saying my account closed. I called customer service and they says they received email to close my account when challenging I did not send any request as it was live account and 9 deal was already active. ORG685 found out they received email from some unsolicited email address which not related to my account as well phone number provided was not registered on my account. Still, they have closed account and close all active deal make me loose more than £1500 in a day. I am calling and sending emails no help from them at all.  Can some one help me how to take this matter further. As going to take to court looks like they don't have proper complaint procedure. I ask to speak higher person no one available.",staff-support,email,negative
301984831,549,Google Play,Travel Booking,Top infos,company-brand,general-satisfaction,positive
301987822,727,Google Play,Fashion,Very neat!!!,company-brand,general-satisfaction,positive
301982975,411,Google Play,Groceries,Can always find what I am looking for with no trouble at all. .,company-brand,general-satisfaction,positive
301985812,616,Google Play,Fashion,"Very inconvenient application. After the basket, you cannot return to the product on which you stopped. Have to flip through everything again",online-experience,app-website,negative
301983269,411,Google Play,Groceries,Really good experience app easy to use,online-experience,app-website,positive
301983269,411,Google Play,Groceries,Really good experience app easy to use,company-brand,general-satisfaction,positive
301981830,514,Google Play,Banking,After more than 1 year after announcement it's still not available in hk. Useless.,company-brand,general-satisfaction,negative
301972423,600,Trustpilot,Price Comparison,Laura was super efficient and nice to chat too and got me a good deal and super quick   Thanks !!!,staff-support,attitude-of-staff,positive
301972423,600,Trustpilot,Price Comparison,Laura was super efficient and nice to chat too and got me a good deal and super quick   Thanks !!!,value,price-value-for-money,positive
301972423,600,Trustpilot,Price Comparison,Laura was super efficient and nice to chat too and got me a good deal and super quick   Thanks !!!,logistics-rides,speed,positive
301972091,600,Trustpilot,Price Comparison,Very good service today very helpful thanks james.,staff-support,attitude-of-staff,positive
301972091,600,Trustpilot,Price Comparison,Very good service today very helpful thanks james.,company-brand,general-satisfaction,positive
301985570,600,Google Play,Price Comparison,In Northern Ireland doesnt work .,company-brand,general-satisfaction,negative
301986375,685,Google Play,Trading,Do not trust. As you won't get your money back if you make withdrawal request you need to wait till they approve it. I made withdrawal and close account request last week. So far no response. Please do not trust this app.,staff-support,attitude-of-staff,negative
301986375,685,Google Play,Trading,Do not trust. As you won't get your money back if you make withdrawal request you need to wait till they approve it. I made withdrawal and close account request last week. So far no response. Please do not trust this app.,online-experience,app-website,negative
301986375,685,Google Play,Trading,Do not trust. As you won't get your money back if you make withdrawal request you need to wait till they approve it. I made withdrawal and close account request last week. So far no response. Please do not trust this app.,purchase-booking-experience,ease-of-use,negative
301986375,685,Google Play,Trading,Do not trust. As you won't get your money back if you make withdrawal request you need to wait till they approve it. I made withdrawal and close account request last week. So far no response. Please do not trust this app.,logistics-rides,speed,negative
301982386,514,Google Play,Banking,"Amazing app until the moment, the only thing I dislike is that the credit card works as debit.",online-experience,app-website,positive
301982386,514,Google Play,Banking,"Amazing app until the moment, the only thing I dislike is that the credit card works as debit.",purchase-booking-experience,ease-of-use,negative
301978696,616,Apple Store,Fashion,"I cannot install the application that I have installed twice before. The download button does not accept due to the faded version. In the past, there were no such problems online. You can not get to favorites. You don't know if the stock will be updated. I'll be pleased if you pay attention. Thanks.",online-experience,app-website,negative
301980989,369,Google Play,Ride Hailing,"hear porwue.me.cobr.apor.a cancellation q.no.hice, ORG38 who me.deviates back to my la.espera, in addition the.tercero q.quested had passed del.cmaino.y when . the.gana.a.da.da.aarwgresa a.buscarne and while.yo.espero.en.a Magdalena street exposing me to.me.roben ?? the truth ORG369 every day of.mal.in.or.",purchase-booking-experience,ease-of-use,negative
301980989,369,Google Play,Ride Hailing,"hear porwue.me.cobr.apor.a cancellation q.no.hice, ORG38 who me.deviates back to my la.espera, in addition the.tercero q.quested had passed del.cmaino.y when . the.gana.a.da.da.aarwgresa a.buscarne and while.yo.espero.en.a Magdalena street exposing me to.me.roben ?? the truth ORG369 every day of.mal.in.or.",company-brand,general-satisfaction,negative
301984843,549,Google Play,Travel Booking,"A very wonderful application, I wish you all success and lasting success, and you have 5 stars from me",online-experience,app-website,positive
301984843,549,Google Play,Travel Booking,"A very wonderful application, I wish you all success and lasting success, and you have 5 stars from me",company-brand,general-satisfaction,positive
301982251,514,Google Play,Banking,Great app. Highly recommended,online-experience,app-website,positive
301982251,514,Google Play,Banking,Great app. Highly recommended,company-brand,general-satisfaction,positive
301972919,600,Trustpilot,Price Comparison,"Used ORG600 today to find a better deal fuel tariff. The last I dealt with, Julie, was extremely helpful, efficient, professional and friendly. There are procedures which must be followed so it can take about 20 minutes to complete if you have the necessary details to hand, but we'll worth it. I am very satisfied, both with the resultant savings and with the service provided.",staff-support,attitude-of-staff,positive
301972919,600,Trustpilot,Price Comparison,"Used ORG600 today to find a better deal fuel tariff. The last I dealt with, Julie, was extremely helpful, efficient, professional and friendly. There are procedures which must be followed so it can take about 20 minutes to complete if you have the necessary details to hand, but we'll worth it. I am very satisfied, both with the resultant savings and with the service provided.",company-brand,general-satisfaction,positive
301972919,600,Trustpilot,Price Comparison,"Used ORG600 today to find a better deal fuel tariff. The last I dealt with, Julie, was extremely helpful, efficient, professional and friendly. There are procedures which must be followed so it can take about 20 minutes to complete if you have the necessary details to hand, but we'll worth it. I am very satisfied, both with the resultant savings and with the service provided.",value,price-value-for-money,positive
301980060,727,Apple Store,Fashion,"I enjoy the website! Navigating with ease, unbeatable prices and swift delivery.",purchase-booking-experience,ease-of-use,positive
301980060,727,Apple Store,Fashion,"I enjoy the website! Navigating with ease, unbeatable prices and swift delivery.",online-experience,app-website,positive
301980060,727,Apple Store,Fashion,"I enjoy the website! Navigating with ease, unbeatable prices and swift delivery.",value,price-value-for-money,positive
301980060,727,Apple Store,Fashion,"I enjoy the website! Navigating with ease, unbeatable prices and swift delivery.",logistics-rides,speed,positive
301984280,685,Google Play,Trading,Very good!!! Practical and agile!!!,purchase-booking-experience,ease-of-use,positive
301984280,685,Google Play,Trading,Very good!!! Practical and agile!!!,company-brand,general-satisfaction,positive
301984280,685,Google Play,Trading,Very good!!! Practical and agile!!!,logistics-rides,speed,positive
301987129,685,Google Play,Trading,Terrible hard to understand tech support bis a joke,staff-support,attitude-of-staff,negative
301987129,685,Google Play,Trading,Terrible hard to understand tech support bis a joke,purchase-booking-experience,ease-of-use,negative
301987129,685,Google Play,Trading,Terrible hard to understand tech support bis a joke,company-brand,general-satisfaction,negative
301986402,685,Google Play,Trading,"Easy interface, nice visuals.",purchase-booking-experience,ease-of-use,positive
301986402,685,Google Play,Trading,"Easy interface, nice visuals.",online-experience,app-website,positive
301987939,727,Google Play,Fashion,SneakerHead Stuff,company-brand,general-satisfaction,positive
301972581,600,Trustpilot,Price Comparison,Tom Watson dealt with my query with patience and professionalism. I felt confident with his knowledge and understanding of the products and services available. I would highly recommend the services of this company.,staff-support,attitude-of-staff,positive
301972581,600,Trustpilot,Price Comparison,Tom Watson dealt with my query with patience and professionalism. I felt confident with his knowledge and understanding of the products and services available. I would highly recommend the services of this company.,company-brand,general-satisfaction,positive
301976660,369,Apple Store,Ride Hailing,"I've been using the app for about three years. Whenever I have a problem with travel and login I am answered by one of the attendants with excellence and agility. Thank you all for your commitment and for developing such a good, agile and secure application. (I.e.",staff-support,attitude-of-staff,positive
301976660,369,Apple Store,Ride Hailing,"I've been using the app for about three years. Whenever I have a problem with travel and login I am answered by one of the attendants with excellence and agility. Thank you all for your commitment and for developing such a good, agile and secure application. (I.e.",online-experience,app-website,positive
301976660,369,Apple Store,Ride Hailing,"I've been using the app for about three years. Whenever I have a problem with travel and login I am answered by one of the attendants with excellence and agility. Thank you all for your commitment and for developing such a good, agile and secure application. (I.e.",company-brand,general-satisfaction,positive
301976660,369,Apple Store,Ride Hailing,"I've been using the app for about three years. Whenever I have a problem with travel and login I am answered by one of the attendants with excellence and agility. Thank you all for your commitment and for developing such a good, agile and secure application. (I.e.",logistics-rides,speed,positive
301982602,514,Google Play,Banking,"Very fast transactions, great split feature and no rates in money exchange. Totally recommended.",purchase-booking-experience,ease-of-use,positive
301982602,514,Google Play,Banking,"Very fast transactions, great split feature and no rates in money exchange. Totally recommended.",logistics-rides,speed,positive
301983533,411,Google Play,Groceries,"An excellent app, have been using ORG20 for years.",online-experience,app-website,positive
301980089,727,Apple Store,Fashion,"This company is the Best to deal with. Friendly, polite and super helpful. Definitely my kind of store. K.keller",staff-support,attitude-of-staff,positive
301980089,727,Apple Store,Fashion,"This company is the Best to deal with. Friendly, polite and super helpful. Definitely my kind of store. K.keller",company-brand,general-satisfaction,positive
301980089,727,Apple Store,Fashion,"This company is the Best to deal with. Friendly, polite and super helpful. Definitely my kind of store. K.keller",company-brand,competitor,positive
301979365,685,Apple Store,Trading,The site is extremely easy to use and laid out very well.  Very pleased,online-experience,app-website,positive
301979365,685,Apple Store,Trading,The site is extremely easy to use and laid out very well.  Very pleased,company-brand,general-satisfaction,positive
301977755,411,Apple Store,Groceries,"So easy to use and access,well done ORG154",purchase-booking-experience,ease-of-use,positive
301977755,411,Apple Store,Groceries,"So easy to use and access,well done ORG154",company-brand,general-satisfaction,positive
301977755,411,Apple Store,Groceries,"So easy to use and access,well done ORG154",account-management,account-access,positive
301986199,616,Google Play,Fashion,"Even one star does not deserve, it was bad. Our order is still not even mentioned.",logistics-rides,speed,negative
301986199,616,Google Play,Fashion,"Even one star does not deserve, it was bad. Our order is still not even mentioned.",company-brand,general-satisfaction,negative
301983435,411,Google Play,Groceries,I am very pleased with this app if i have any problems they are sorted out straight away,staff-support,attitude-of-staff,positive
301983435,411,Google Play,Groceries,I am very pleased with this app if i have any problems they are sorted out straight away,online-experience,app-website,positive
301978386,549,Apple Store,Travel Booking,"Always perfect for knowing where to sleep, dine, have fun !!!",company-brand,general-satisfaction,positive
301981226,514,Google Play,Banking,I cannot verify my ID. I tried different IDs and I always get a message saying that it cannot be verified.,account-management,account-access,negative
301981226,514,Google Play,Banking,I cannot verify my ID. I tried different IDs and I always get a message saying that it cannot be verified.,online-experience,app-website,negative
301979668,685,Apple Store,Trading,"No issues so far, but haven’t tested all futers",company-brand,general-satisfaction,positive
301978531,549,Apple Store,Travel Booking,"I love the app, but it is very annoying trying to get me to rate it.  Please stop doing it.",company-brand,reviews,negative
301978531,549,Apple Store,Travel Booking,"I love the app, but it is very annoying trying to get me to rate it.  Please stop doing it.",online-experience,app-website,positive
301980154,727,Apple Store,Fashion,"I have an older ORG727 Premier Insider card, the older kind with twelve digits in the number, the app doesn’t accept it for payment.",online-experience,app-website,negative
301980154,727,Apple Store,Fashion,"I have an older ORG727 Premier Insider card, the older kind with twelve digits in the number, the app doesn’t accept it for payment.",purchase-booking-experience,ease-of-use,negative
301981948,514,Google Play,Banking,No customer service and my card service is limited due to a transaction! I'm stuck....,staff-support,attitude-of-staff,negative
