id,text,labels,org_index,industry,data_source
301980853,It's burna option,['company-brand.general-satisfaction.-1'],369,Ride Hailing,Google Play
301986464,Great app! Love the lime green color to it also. Definitely recommend!,"['online-experience.app-website.1', 'company-brand.general-satisfaction.1']",685,Trading,Google Play
211705578,How do I request a new card password? I forgot mine,['account-management.account-access.0'],932,Banking,Google Play
301984974,"Bring back the old app icon! And also, so that when you select a language in the settings, everything is displayed in the selected language, and not partially in the device language!",['online-experience.app-website.-1'],549,Travel Booking,Google Play
301984057,Very useful for tourists. 100 points,['company-brand.general-satisfaction.1'],411,Groceries,Google Play
301982118,Awesome app. Would be nice if I can get location and lifestyle based local offers,['online-experience.app-website.1'],514,Banking,Google Play
301976930,"I always place an order for approx £250 every two weeks. No bags is not the way forward, the drive is here for over half an hour 😱",['logistics-rides.speed.-1'],411,Groceries,Apple Store
301985036,Easy ..,['purchase-booking-experience.ease-of-use.1'],549,Travel Booking,Google Play
204597151,Can I unlock my card here? And change the password?,['account-management.account-access.0'],932,Banking,Google Play
301972915,The lady who helped was lovely. I think her name was Adele. She was very helpful and patient as I haven’t changed energy suppliers for years. She even called me back after her lunch break as I had to gather some more information to complete the switch over.,"['staff-support.phone.1', 'staff-support.attitude-of-staff.1']",600,Price Comparison,Trustpilot
236691144,What do I do to make ORG1040 the default app?,['online-experience.app-website.0'],1040,Information Technology,Google Play
301986253,Nice optics and ease of transitions between sites,['online-experience.app-website.1'],616,Fashion,Google Play
301981586,"The banking solution we have all been waiting for. Really is great, it has exceeded everything they sold it as .",['company-brand.general-satisfaction.1'],514,Banking,Google Play
301983162,"Easy to use, very clear, saves using all the little coupons","['value.discounts-promotions.1', 'purchase-booking-experience.ease-of-use.1']",411,Groceries,Google Play
301987573,Love using ORG727. I have never been disappointed with any order and customer support will alway's go above and beyond!!..,"['staff-support.attitude-of-staff.1', 'company-brand.general-satisfaction.1']",727,Fashion,Google Play
301985308,Easy to use and to switch,['purchase-booking-experience.ease-of-use.1'],600,Price Comparison,Google Play
301988343,Love it. Quick and easy,"['purchase-booking-experience.ease-of-use.1', 'company-brand.general-satisfaction.1', 'logistics-rides.speed.1']",727,Fashion,Google Play
301980685,It's cool but they have to give the plate of each car,['company-brand.general-satisfaction.1'],369,Ride Hailing,Google Play
301985661,Great tool for keeping on top of your bills.,"['purchase-booking-experience.ease-of-use.1', 'online-experience.app-website.1']",600,Price Comparison,Google Play
301987555,"Good app, a lot of choice with trading",['online-experience.app-website.1'],685,Trading,Google Play
301980764,One question if I use the ORG369 service to get a motel pass me more charge x the service I would like to know since I have never used ORG369 and I would like to know to start using this application,"['online-experience.app-website.-1', 'purchase-booking-experience.ease-of-use.-1']",369,Ride Hailing,Google Play
301978856,They send a marriage and do not help with the return,"['staff-support.attitude-of-staff.-1', 'company-brand.general-satisfaction.-1']",616,Fashion,Apple Store
301981833,Great app. I used to use pockit but this is much better. I transfer my spending money onto it on payday so I can budget. It's easy to set up and very quick for transfers to update.,"['company-brand.competitor.1', 'purchase-booking-experience.ease-of-use.1', 'online-experience.app-website.1', 'logistics-rides.speed.1']",514,Banking,Google Play
301979600,The best app for the market!,"['online-experience.app-website.1', 'company-brand.competitor.1']",685,Trading,Apple Store
301981110,"Very beautiful and functional. The no-fee line is excellent. Info on payments and assistance very fast! Congratulations. The only thing, add more promotions ""invite a friend and earn"" ...","['purchase-booking-experience.ease-of-use.1', 'value.discounts-promotions.-1', 'value.price-value-for-money.1', 'logistics-rides.speed.1']",514,Banking,Google Play
301982386,"Amazing app until the moment, the only thing I dislike is that the credit card works as debit.","['online-experience.app-website.1', 'purchase-booking-experience.ease-of-use.-1']",514,Banking,Google Play
301973936,"everything perfect, from the purchase through the web until I received the package. Very quickly, and they informed me of the whole process.","['staff-support.attitude-of-staff.1', 'company-brand.general-satisfaction.1', 'logistics-rides.speed.1']",616,Fashion,Trustpilot
223083429,My app does not go into any balance,['online-experience.app-website.-1'],932,Banking,Google Play
301977084,Love ORG154 shopping online tried ORG49 but what a mess never again. But will shop in store if cheaper.,"['company-brand.competitor.-1', 'company-brand.general-satisfaction.-1']",411,Groceries,Apple Store
301973489,The delivery was very steep and the items in good condition!,"['company-brand.general-satisfaction.1', 'logistics-rides.speed.1']",616,Fashion,Trustpilot
301986506,Easy!!!,['purchase-booking-experience.ease-of-use.1'],685,Trading,Google Play
301982686,"Have used this app for years. No complaints about app at all. Love ORG411 shopping. Easy to shop, easy to make last minute changes, and love the reviews people leave on products.","['company-brand.reviews.1', 'online-experience.app-website.1', 'company-brand.general-satisfaction.1', 'purchase-booking-experience.ease-of-use.1']",411,Groceries,Google Play
301988636,Very useful thanks a lot. Got great deals on my favorite stuff!,['value.price-value-for-money.1'],727,Fashion,Google Play
301985332,Great app,['online-experience.app-website.1'],727,Fashion,Google Play
301981345,"Great, free app for exchanging currencies with zero commission","['purchase-booking-experience.ease-of-use.1', 'online-experience.app-website.1', 'company-brand.general-satisfaction.1', 'value.price-value-for-money.1']",514,Banking,Google Play
301976907,It won’t let me sign in with the same details that I use for the website! Also even though I do get delivery in my area the app says I can’t! Please sort it out!,"['account-management.account-access.-1', 'online-experience.app-website.-1']",411,Groceries,Apple Store
301973503,"A pathetic excuse for customer service, absolutely incompetent. Had a issue with a return where a locker won’t accept the rebound tracking code, contacted support via email, no response.after a few weeks turned to messenger, had to wait another week. When they finally started replying, all they gave me were absolutely incompetent templated responses without even remotely pertaining to my question. No matter how many times I tried to explain my problem or how many screenshots I sent - they kept giving different auto-messages without any real help. In the end I decided they’re just trolling me as it was beyond belief how ignorant and disrespectful they were towards a customer. DO NOT RECOMMEND - any issue you stand alone. Donated my purchase in the end as it was no use and I couldn’t return it either despite their promise!!","['staff-support.attitude-of-staff.-1', 'staff-support.email.-1']",616,Fashion,Trustpilot
301984134,Great help,['company-brand.general-satisfaction.1'],549,Travel Booking,Google Play
301971559,"You're making me do all the work for your profit, and at one point I had spent 10mins filling all the forms it came back and said sorry we couldn't provide you with a price as we are improving our site. When I tried to purchase car insurance from ORG54 it transpired I had only purchased breakdown cover and when I called them twice I  was told I would receive a call back which never happened, poor service, I do hope they do record all calls as stated and improve their performance soon.","['staff-support.attitude-of-staff.-1', 'value.price-value-for-money.-1', 'staff-support.phone.-1', 'purchase-booking-experience.ease-of-use.-1', 'company-brand.general-satisfaction.-1']",600,Price Comparison,Trustpilot
301983644,Easy to use .Great value,"['purchase-booking-experience.ease-of-use.1', 'value.price-value-for-money.1']",411,Groceries,Google Play
301981758,Cant log in after last update.. just says theres an error... no option to ask for support either... please check the app works and fix bugs before making it public.,"['account-management.account-access.-1', 'online-experience.app-website.-1']",514,Banking,Google Play
301971983,I spoke to a lovely lady called Elaine. She was kind and most helpful. The call was answered in a very quick time and the whole process of changing energy supplier was done with ease. I highly recommend ORG600 and will definitely use them again. Thank you for all your time and advice Elaine.,"['staff-support.phone.1', 'staff-support.attitude-of-staff.1']",600,Price Comparison,Trustpilot
301974052,"Same experience as many people before .. orders placed on 04/20 and 05/05 still nothing! I finally received a tracking number 5 days ago for the two orders, except that for one it never updated (stuck in Lille) and for the second, ORG616 is in fact still processing the order and did not deliver it to Mondial Relay ...  Too bad I NEVER order from ORG616, well I will never repeat the experience","['logistics-rides.speed.-1', 'company-brand.general-satisfaction.-1']",616,Fashion,Trustpilot
301972698,you gave me a quote based on me filling out all the info. I acted on this and proceeded to try to purchase and got as far as method of payment and the company Ist Central without any reason refused to offer me insurance,['company-brand.general-satisfaction.-1'],600,Price Comparison,Trustpilot
301984384,"Trouble downloading from abroad, but now very useful.",['company-brand.general-satisfaction.1'],549,Travel Booking,Google Play
301982109,"Using it for a year now, extremely happy with it, especially great when travelling. Quick top up and very transparent.","['purchase-booking-experience.ease-of-use.1', 'company-brand.general-satisfaction.1', 'logistics-rides.speed.1']",514,Banking,Google Play
301976968,Easy. I’ve had no issues with it at all. Even When we’ve had the opportunity to shop at a store my family have favoured ORG154 online services. I am however not happy about that cost of delivery. I think it’s absurd. ORG154 should look at this again. Why would I want to pay £7 for delivery?,"['purchase-booking-experience.ease-of-use.1', 'value.price-value-for-money.-1']",411,Groceries,Apple Store
301983867,Website has a lot more info and way easier when booking,"['purchase-booking-experience.ease-of-use.1', 'online-experience.app-website.1']",549,Travel Booking,Google Play
301973754,ORG616 was very fast service . Came before the delivery date and was in perfect condition when it arrived . Will definitely have be ordering more off it soon,"['company-brand.general-satisfaction.1', 'logistics-rides.speed.1']",616,Fashion,Trustpilot
301971904,Excellent service and extremely easy to use.,"['purchase-booking-experience.ease-of-use.1', 'company-brand.general-satisfaction.1']",600,Price Comparison,Trustpilot
301988457,Quick and easy to use. Could use more pictures with greater detail as far as purses go.,"['online-experience.app-website.-1', 'purchase-booking-experience.ease-of-use.1', 'logistics-rides.speed.1']",727,Fashion,Google Play
206952081,How do I do the app?,['online-experience.app-website.0'],1040,Information Technology,Google Play
301987763,"Very good, I will buy again and very simple","['purchase-booking-experience.ease-of-use.1', 'company-brand.general-satisfaction.1']",727,Fashion,Google Play
301981906,Love this card/app! Able to save easily into a vault for things you want like holidays. Keeps a record of everything u buy and catagorises your spending so you know exactly how much you spend and where! Highly recommend this card/app! Very happy customer!,"['purchase-booking-experience.ease-of-use.1', 'online-experience.app-website.1', 'company-brand.general-satisfaction.1']",514,Banking,Google Play
301983471,"App no longer works after most recent update. Says a very useful ""something went wrong"" when starting up.",['online-experience.app-website.-1'],411,Groceries,Google Play
259934036,I'm testing the app,['online-experience.app-website.0'],1040,Information Technology,Google Play
301976607,It bothers me that they charge in dollars,['purchase-booking-experience.ease-of-use.-1'],369,Ride Hailing,Apple Store
301972849,Quick and  very cheep definitely. I got also very quickly all answer. Thanks,"['value.price-value-for-money.1', 'logistics-rides.speed.1']",600,Price Comparison,Trustpilot
301972262,Victoria was very helpful and made the whole process really easy. Thank you,"['staff-support.attitude-of-staff.1', 'purchase-booking-experience.ease-of-use.1']",600,Price Comparison,Trustpilot
301987364,App freezes all the time and miss out on trades due to this.,['online-experience.app-website.-1'],685,Trading,Google Play
301978565,Very clear and easy step by step process.,['purchase-booking-experience.ease-of-use.1'],600,Price Comparison,Apple Store
301981474,Excellent app and great service,"['online-experience.app-website.1', 'company-brand.general-satisfaction.1']",514,Banking,Google Play
301976642,"There are not many cars yet and it takes to get auto. Sometimes he does not tell me he found a car, if I have my phone blocked.",['online-experience.app-website.-1'],369,Ride Hailing,Apple Store
301983264,Easy to use and accurate,['purchase-booking-experience.ease-of-use.1'],411,Groceries,Google Play
301983769,Informative. Really helps you make decisions as to what you are looking for in accommodation and places to visit and eat,"['company-brand.reviews.1', 'online-experience.app-website.1']",549,Travel Booking,Google Play
301983795,"I have been lowering the score for the complicated thing of doing things like reporting fraud, changing things in my profile, etc. They should invest in making the app more intuitive or easy to use on those topics.","['online-experience.app-website.-1', 'purchase-booking-experience.ease-of-use.-1']",549,Travel Booking,Google Play
301977310,App is really easy to use.  I like that you can add things as and when you remember them! I also like that it reminds you of things you may have forgotten.,['purchase-booking-experience.ease-of-use.1'],411,Groceries,Apple Store
301988357,easy to use,['purchase-booking-experience.ease-of-use.1'],727,Fashion,Google Play
301984327,"The application is very good, it serves as a reference for restaurants and hotels",['online-experience.app-website.1'],549,Travel Booking,Google Play
301986714,Very practical and cheap,"['purchase-booking-experience.ease-of-use.1', 'value.price-value-for-money.1']",685,Trading,Google Play
301987684,The app won't allow me to log in. I didn't have this issue in the past.,"['account-management.account-access.-1', 'online-experience.app-website.-1']",727,Fashion,Google Play
301973400,It arrived faster than I expected! Impeccable,"['company-brand.general-satisfaction.1', 'logistics-rides.speed.1']",616,Fashion,Trustpilot
301983464,"Easy to use, great interface. Nice inspiration ideas.","['purchase-booking-experience.ease-of-use.1', 'online-experience.app-website.1']",411,Groceries,Google Play
172336604,How do I close my account through the app?,['online-experience.app-website.0'],932,Banking,Google Play
301973972,"Received within reasonable time due to containment, products as described","['company-brand.general-satisfaction.1', 'logistics-rides.speed.1']",616,Fashion,Trustpilot
301977035,Great app was very handy to have,['online-experience.app-website.1'],411,Groceries,Apple Store
301980825,Sometimes it gives a little bit more trouble to relieve,['online-experience.app-website.-1'],369,Ride Hailing,Google Play
301977845,I was very pleased it was so easy ..,"['purchase-booking-experience.ease-of-use.1', 'company-brand.general-satisfaction.1']",411,Groceries,Apple Store
301977632,"I’m Christmas shopping, so I have a lot to buy, but after a half hour of shopping on this app, it automatically empty’s you’re basket so there’s no time to browse and pick up some extras that you wasn’t initially looking for. Unless you order a few items at a time which would mean multiple delivery charges. It’s absolutely infuriating when you spend time adding things to your basket and Broussard’s g for it all to be emptied and you have to start all over again. For this reason, I only shop online with ORG411 if it’s a must. With all other shopping apps, I add things to my basket as I remember about them then checkout when I’ve got everything. With this app I have to jot things down and try and blast through and find everything within the allocated time, it’s like a supermarket sweep. Also during checkout, on the upside I had some vouchers through my credit card, to apply and they went through no problem at all, but then it wouldn’t let me checkout for free delivery despite spending about £500, it would only let me “pay” when I tapped on the £3.ORG176 delivery option. It’s little things like this that make this app so user unfriendly.  I shop online all the time, I don’t go to shops, so as I go about my days, I like to drop things in my basket as I remember about them. I presume that the reason for the basket emptying is to make people checkout fast, but in my case anyway it totally backfired on ORG411 because,  for 1, it makes it a thought to use the app in the first place,  2, I have to paper and pencil a list and type and shop at a million miles an hour to get everything on one order unless I want to do lots of smaller orders and incur lots delivery charges.  I love ORG411 in the actual shops, very good customer service, but this app is just a headache for me. It’s a real shame.   Everything ORG411 sells is of such high standard and along with the good customer service and very reasonable pricing, it’s just a real, big shame this lets them down so badly.   Sort this ORG411!!","['value.discounts-promotions.1', 'online-experience.app-website.-1', 'logistics-rides.speed.-1', 'purchase-booking-experience.ease-of-use.-1', 'company-brand.general-satisfaction.-1', 'company-brand.competitor.-1']",411,Groceries,Apple Store
301972755,"Not a great fan of comparison sites, usually I deal direct for most things, I thought I would give it a try when my insurance renewal came in. A massive 40% increase for no apparent reason. As I drive a very expensive performance car I expect to pay a high premium and thought I might have difficulty getting quotes on ORG600. I nearly didn't bother but faced with an annual bill of £2679 I gave it a whirl. It took me about 10 minutes to fill in the form and about another 5 for quotes to arrive. I took immediate cover with a national 'name' for £699. My documents were with me in minutes. So about half an hour start to finish. Big Bonus.....£1980 better off. Sounds like a fairy tale but absolutely true. I also own an expensive pick up truck. Renewal due in a month. My current policy is £783 before any increase at renewal. I ran this through ORG600 and now have a quote for £280. Another £500 saved. Best hours work I have done in a long time We have 2 other cars in the household and will obviously be back.","['value.discounts-promotions.1', 'purchase-booking-experience.ease-of-use.1', 'online-experience.app-website.1', 'company-brand.general-satisfaction.1', 'value.price-value-for-money.1']",600,Price Comparison,Trustpilot
301986875,How long will verification take?,"['account-management.account-access.-1', 'logistics-rides.speed.-1']",685,Trading,Google Play
301986543,"Good app, only dislike is you cant buy penny stocks","['online-experience.app-website.1', 'purchase-booking-experience.ease-of-use.-1']",685,Trading,Google Play
295074691,I will review after download ��,['online-experience.app-website.0'],1040,Information Technology,Google Play
301981839,Unable to continue after set code.,"['account-management.account-access.-1', 'online-experience.app-website.-1']",514,Banking,Google Play
301986096,"Love everything about it! Great deals, fresh kicks, I won't be doing back to ORG7. Did I mention their shoes are COMFORTABLE and reasonably priced???","['company-brand.general-satisfaction.1', 'value.price-value-for-money.1']",616,Fashion,Google Play
301978252,"It's the only word to describe them!!! Everything sublime, from appetizers to dessert!!! Personal.. fantastic as food!!! Really great place!!!",['company-brand.general-satisfaction.1'],549,Travel Booking,Apple Store
301979159,Clear!,['purchase-booking-experience.ease-of-use.1'],616,Fashion,Apple Store
301978274,Always so easy to navigate!!! Thank you,['purchase-booking-experience.ease-of-use.1'],549,Travel Booking,Apple Store
301979405,"This app is amazing, it provides all the stocks , charts and even news on individual stock opportunities",['online-experience.app-website.1'],685,Trading,Apple Store
301981607,Incredibly useful stuff!,['company-brand.general-satisfaction.1'],514,Banking,Google Play
301977830,I sometimes forget my vouchers and have not used them can they be redeemed next time I shop as this is so annoying as I can spend lot of money in ORG154  And I’ve recently lost my partner so every penny counts,"['value.discounts-promotions.1', 'purchase-booking-experience.ease-of-use.1']",411,Groceries,Apple Store
301985796,Very useful,['company-brand.general-satisfaction.1'],616,Fashion,Google Play
301981895,"Very responsive, easy to use. Nice and clean! Strongly recommend!","['purchase-booking-experience.ease-of-use.1', 'online-experience.app-website.1', 'logistics-rides.speed.1']",514,Banking,Google Play
301983767,Easy and fun.,['purchase-booking-experience.ease-of-use.1'],549,Travel Booking,Google Play
301972477,"I've just spoken to Lucy at ORG600, for my gas & electricity switch and it's probably the easiest thing I've done all day. Everything was clear, informative and FRIENDLY. I hope good people and organisations like ORG600 flourish everywhere.","['staff-support.attitude-of-staff.1', 'purchase-booking-experience.ease-of-use.1', 'company-brand.general-satisfaction.1']",600,Price Comparison,Trustpilot
301973638,Jericho was so helpful and explained everything clearly,['staff-support.attitude-of-staff.1'],616,Fashion,Trustpilot
301980977,"sorry for number, email, everything is back to the beginning, ie does not conclude ...","['staff-support.phone.-1', 'staff-support.email.-1', 'company-brand.general-satisfaction.-1']",369,Ride Hailing,Google Play
301977844,"Saino’s haven’t quite got this right yet, ok for basics but try to remove coupons, apply codes or even just view an order and it all goes horribly pear shaped. I use ORG36 generally and their site/app works sooooo much better","['online-experience.app-website.-1', 'purchase-booking-experience.ease-of-use.-1', 'company-brand.competitor.-1']",411,Groceries,Apple Store
301988640,Check How Much I Spent,['online-experience.app-website.1'],727,Fashion,Google Play
610309432,How do I retrieve accounts that people have verified,['account-management.account-access.0'],5827,Consulting,Google Play
301988275,Easy processing order,['purchase-booking-experience.ease-of-use.1'],727,Fashion,Google Play
301988081,the website is dull,['online-experience.app-website.-1'],727,Fashion,Google Play
301978564,ORG600 has really helpful and has resolved my problem of paying far too much and I have really saved a big amount over the past years since I started switching through ORG600. I would recommend to everyone .,"['purchase-booking-experience.ease-of-use.1', 'company-brand.competitor.1']",600,Price Comparison,Apple Store
301984009,Fast and efficient.,['logistics-rides.speed.1'],549,Travel Booking,Google Play
301978124,"I’ve use ORG549 for nearly 2 decades because they have great rates. However, when there is a problem, they fail you every time. As a gold member, I have a priority customer service phone number.  When I had a personal driver booked through ORG549 that never showed, ORG549 did nothing, and I had to call a taxi. Several days later, ORG549 said that they wouldn’t credit me, because the service denied my claim, even though the service wouldn’t answer either of our calls, the day I was waiting for a driver. Tonight I tried booking a hotel and flight to Philadelphia. ORG549 said my info was incorrect, so I reentered it. Declined, so I called my bank. ORG549 authorized the airline twice, but the hotel was declined, because it exceeded the daily limit. Called ORG549 Gold Customer Service, only to be told there was nothing they could do, except wait 3 days for the authorizations to fall off. I’ve been on hold with them fir the past 15 minutes waiting to be transferred to a supervisor. Moral of the story, book with another website. You mean nothing to ORG549.","['staff-support.attitude-of-staff.-1', 'staff-support.phone.0', 'logistics-rides.speed.-1', 'account-management.account-access.-1', 'purchase-booking-experience.ease-of-use.-1', 'value.price-value-for-money.1', 'staff-support.attitude-of-staff.0', 'company-brand.competitor.-1']",549,Travel Booking,Apple Store
301987288,I have been trying to get a hold of someone from ORG685 support for a week and there has been no response.,['staff-support.attitude-of-staff.-1'],685,Trading,Google Play
301981534,"It's amazing. There is the banking features, cards, ORG148, trading, and much more. I'm loving it.","['purchase-booking-experience.ease-of-use.1', 'online-experience.app-website.1', 'company-brand.general-satisfaction.1']",514,Banking,Google Play
301988785,Very easy to use! The best shopping app and filters I've seen!,"['purchase-booking-experience.ease-of-use.1', 'online-experience.app-website.1', 'company-brand.competitor.1']",727,Fashion,Google Play
301984189,All the rooms I select tell me that you cannot choose another one. More than 10 attempts and nothing.,['purchase-booking-experience.ease-of-use.-1'],549,Travel Booking,Google Play
301980929,I would like to pick up the driver's number because I forgot some purchases in the portama,"['staff-support.attitude-of-staff.0', 'staff-support.phone.-1']",369,Ride Hailing,Google Play
301981808,"I am unable to log in and ORG514 sends an email to authenticate but it does not work at all..I tried over 15 times. Worse, they ask you to chat with customer service through the app, which is impossible if you can't even log in. I used the chat through my husbands account, they asked to reinstall the app and it did not work. They then asked to email and I have not heard from them. If you call their number, the automated line asks you to chat through the app as well. SCAM!","['staff-support.attitude-of-staff.-1', 'account-management.account-access.-1', 'online-experience.app-website.-1', 'staff-support.email.-1']",514,Banking,Google Play
301979105,I use it many times Many of the same things come out I want you to simplify the search a little more. I think it is easy to understand from delivery to receipt.,"['online-experience.app-website.-1', 'purchase-booking-experience.ease-of-use.-1']",616,Fashion,Apple Store
301972302,"We spoke with Chris today who sounded like he was from the north east (bonus point as my missus didnt have to have me translate what she was saying 😂) Excellent service, phoned back when he said he would, very professional, explained everything clearly and a decent laugh on the phone as well. Thanks for saving us a good few quid on our supplier.","['staff-support.phone.1', 'staff-support.attitude-of-staff.1', 'value.price-value-for-money.1']",600,Price Comparison,Trustpilot
301977104,Best thing I done especially when I became a single parent total lifesaver! X,['company-brand.general-satisfaction.1'],411,Groceries,Apple Store
301971690,Got a good deal for my travel insurance. Thank you,['value.price-value-for-money.1'],600,Price Comparison,Trustpilot
301988112,ORG727 app is always user-friendly,"['purchase-booking-experience.ease-of-use.1', 'online-experience.app-website.1']",727,Fashion,Google Play
301986871,Very easy to use. Much easier to view accounts etc than the web page as it updates live!,"['purchase-booking-experience.ease-of-use.1', 'company-brand.competitor.1']",685,Trading,Google Play
301979329,Fun while earning some money👍👍👍👍,['company-brand.general-satisfaction.1'],685,Trading,Apple Store
301988263,Love this store and I love this app!,"['online-experience.app-website.1', 'company-brand.general-satisfaction.1']",727,Fashion,Google Play
301983194,easy to use. i like it,"['purchase-booking-experience.ease-of-use.1', 'company-brand.general-satisfaction.1']",411,Groceries,Google Play
301972044,"Avoid the forums. I am not sure why they even have them because it's full of nasty people with horrible attitudes who accuse you of this or that. Having anxiety and basically told if I could do this or that, that means I don't have anxiety. So if you're looking for advice regardless of what it is, don't bother because it'll make you feeling 100 times worse.",['company-brand.reviews.-1'],600,Price Comparison,Trustpilot
301973342,It was the first time that I bought online and everything was perfect !!! Thank you,"['online-experience.app-website.1', 'company-brand.general-satisfaction.1']",616,Fashion,Trustpilot
301978261,Fast and easy to book with,"['purchase-booking-experience.ease-of-use.1', 'logistics-rides.speed.1']",549,Travel Booking,Apple Store
301988795,LOVE!!! As good as it gets!,['company-brand.general-satisfaction.1'],727,Fashion,Google Play
301976961,Great opportunity to order collect and go when not much time👌🏻,['company-brand.general-satisfaction.1'],411,Groceries,Apple Store
301972759,Wanted to find cheapest car insurance.  Found it on ORG600. Try it.,"['value.price-value-for-money.1', 'company-brand.competitor.1']",600,Price Comparison,Trustpilot
301984916,Well I have not used the app but I have checked the difference in prices if you search by airline,"['online-experience.app-website.1', 'value.price-value-for-money.1']",549,Travel Booking,Google Play
301972606,"Very overpriced. 30% cheaper, at least, on ORG5.  Compare the maket was with far better cover and extras too","['value.price-value-for-money.-1', 'company-brand.competitor.-1']",600,Price Comparison,Trustpilot
301980505,Juninho's face there Juninho's face Juninho's face,['company-brand.general-satisfaction.0'],369,Ride Hailing,Google Play
301971777,Very helpful and cheapest option for myself,"['staff-support.attitude-of-staff.1', 'company-brand.general-satisfaction.1', 'value.price-value-for-money.1', 'company-brand.competitor.1']",600,Price Comparison,Trustpilot
301986293,"I've never had a problem with ORG616, fast shipping, great deals and quality.","['company-brand.general-satisfaction.1', 'value.price-value-for-money.1', 'logistics-rides.speed.1']",616,Fashion,Google Play
301978297,"In addition, there are no 10% fees. But also the net price of the room suddenly increases in 10%. Look closely and do the math!",['value.price-value-for-money.-1'],549,Travel Booking,Apple Store
301987561,"A great app, but difficult to take money from the app back to your bank account.","['online-experience.app-website.1', 'purchase-booking-experience.ease-of-use.-1']",685,Trading,Google Play
301977209,"Shop in store so I thought I would give the app a try. I notice that certain items that I purchase are not available online but no matter, will do with my choices. A way of making the app better is to have a slot where you can leave directions etc, I know for a fact that the driver will call at the main house even though I have put The Annexe on the address, if it were available, I would be able to give precise instructions.","['online-experience.app-website.-1', 'purchase-booking-experience.ease-of-use.-1']",411,Groceries,Apple Store
301981362,"Horrible, Beware! WARNING: They keep freezing my account once I receive a payment from myself. ""Premium"" support responds weeks after & asks for various documents that are intimidating my privacy & privacy of my customers. Also, they request super 'difficult' docs or often waste your time by asking for same docs again that you've already sent. Was happy at beginning, now it's a nightmare! Worst service! Most annoying, froze account twice in 3 weeks. Can't do anything!","['staff-support.attitude-of-staff.-1', 'account-management.account-access.-1', 'purchase-booking-experience.ease-of-use.-1', 'company-brand.general-satisfaction.-1', 'company-brand.competitor.-1']",514,Banking,Google Play
209881648,Have just downloaded it,['online-experience.app-website.0'],1040,Information Technology,Google Play
301983898,Excellent provider of information about most places in the whole world,['company-brand.general-satisfaction.1'],549,Travel Booking,Google Play
301983986,Nice and easy,['company-brand.general-satisfaction.1'],600,Price Comparison,Google Play
301988691,"great online shopping, free returns are great, and love all of the helpful benefits ORG727 has to offer","['online-experience.app-website.1', 'company-brand.general-satisfaction.1', 'value.price-value-for-money.1']",727,Fashion,Google Play
301986625,great app,['online-experience.app-website.1'],685,Trading,Google Play
301973129,Brilliant sorted within 10 minutes.,"['company-brand.general-satisfaction.1', 'logistics-rides.speed.1']",600,Price Comparison,Trustpilot
301987363,Generally ok. Just be careful,['company-brand.general-satisfaction.1'],685,Trading,Google Play
301980028,The pictures are too small in the app. Please change it from 3 across to two.,['online-experience.app-website.-1'],727,Fashion,Apple Store
301973891,Everything fits great and was there despite the crisis after 2-3 days :),['company-brand.general-satisfaction.1'],616,Fashion,Trustpilot
301983925,Easy to use and to filter,['online-experience.app-website.1'],549,Travel Booking,Google Play
191215847,How do I find the amortization service in the app?,['online-experience.app-website.0'],932,Banking,Google Play
301972705,"I believe ORG600 made an error in the information they transmitted to insurers from the online form completed. This is because information provided in one format on the form is translated into another when it is transmitted to insurers. However, it is impossible to speak to ORG600 as they do not provide a phone number - only an online form. You then have to wait for up to 3 days (the time in which they will say respond) for a reply which for some people may be too late. The online form does not provide enough space to provide full details so it is all extremely frustrating, cumbersome and time consuming.","['staff-support.attitude-of-staff.-1', 'online-experience.app-website.-1', 'logistics-rides.speed.-1', 'company-brand.general-satisfaction.-1']",600,Price Comparison,Trustpilot
301983989,it easy and to the point love it,"['purchase-booking-experience.ease-of-use.1', 'company-brand.general-satisfaction.1']",549,Travel Booking,Google Play
301981140,Very useful tool - have never paid a cent in fees. No interest given on deposits and user interface is not very intuitive otherwise it would be 5*,"['company-brand.general-satisfaction.1', 'purchase-booking-experience.ease-of-use.-1', 'value.price-value-for-money.1']",514,Banking,Google Play
301972642,"I was sorted and with the best insurance deal for me within half an hour, £200 cheaper than my last insurers. Excellent.","['company-brand.competitor.1', 'company-brand.general-satisfaction.1', 'value.price-value-for-money.1', 'logistics-rides.speed.1']",600,Price Comparison,Trustpilot
301973317,ORG616 is over rated EVERY TIME I order from them it's either been worn or half the order is missing .,['company-brand.general-satisfaction.-1'],616,Fashion,Trustpilot
301985290,Great app to have if you want to save some money. Must have comparison app.,"['online-experience.app-website.1', 'value.price-value-for-money.1']",600,Price Comparison,Google Play
301984392,Good application,['online-experience.app-website.1'],685,Trading,Google Play
301973563,Excellent fast shipping and correct sizes,"['company-brand.general-satisfaction.1', 'logistics-rides.speed.1']",616,Fashion,Trustpilot
301972002,Samir called me last week to confirm that my switch was proceeding in March. He was courteous and helpful as he was during our previous conversations and I would be happy to deal with him again.  Ed,"['staff-support.phone.1', 'staff-support.attitude-of-staff.1']",600,Price Comparison,Trustpilot
